rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,leben,521,181.09266543301982,0.07222099622363694
2,sinn,77,47.7455264206474,0.019041243194890846
3,gelingend,65,44.59868726693218,0.01778626217126171
4,frage,116,38.23284556475698,0.015247520867555453
5,prüfen,51,38.16584374370246,0.015220800082073698
6,kind,25,35.674449022900944,0.014227214790850814
7,mensch,240,33.37376810470573,0.013309687471301663
8,erfolg,51,31.952401974776205,0.012742836916329773
9,umgang,43,29.035591211887155,0.011579592791627286
10,gesellschaft,81,28.983084669943455,0.011558652822808754
11,ethik,199,28.272358029657134,0.011275210167185898
12,rolle,33,27.379651651569247,0.01091919274479864
13,gemeinschaft,29,27.209618980177392,0.01085138255000625
14,beziehung,42,26.14976500570337,0.010428705520513821
15,möglichkeit,43,26.008696686024912,0.010372446507712772
16,verantwortung,90,25.406273524037964,0.01013219602157156
17,familie,22,25.082134732497284,0.010002927249786586
18,freiheit,81,24.49165566673993,0.009767440151089199
19,ziel,95,24.116716769574616,0.009617911948986025
20,wert,81,23.28405461515745,0.009285840574554963
