topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,43,3,4,4,6,60
2,9,3,4,1,5,22
3,44,2,1,0,3,50
4,7,2,12,2,9,32
5,68,2,0,0,6,76
6,146,1,0,0,1,148
7,21,2,1,1,1,26
8,150,1,1,1,3,156
9,27,3,19,1,11,61
10,103,0,2,0,2,107
