rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,mensch,374,208.03621706051064,0.04354616633904602
2,welt,229,123.69665397097714,0.025892198702290543
3,norm,1229,102.98939389476864,0.02155775249650234
4,natur,106,88.51700580226965,0.018528390455104127
5,bedeutung,272,66.03994757540963,0.01382348988447621
6,regel,190,54.85797705202104,0.01148287845013083
7,umwelt,76,54.48880031408895,0.011405602330301074
8,verantwortung,163,50.26407195920607,0.010521281675568619
9,sinn,141,47.454626419674604,0.00993320819243398
10,rolle,103,47.44342746781314,0.009930864026463876
11,gesellschaft,272,47.24435869626035,0.009889194926912686
12,dar,70,46.811745141014335,0.009798640204742415
13,toleranz,138,42.98231890166347,0.00899706423706667
14,verschieden,305,42.74351793867351,0.00894707839035585
15,zusammenleben,115,42.31103841938996,0.008856551724609595
16,ethik,295,42.057472717205094,0.008803475320888952
17,glück,70,41.40711396216988,0.008667342146930204
18,religion,173,40.300734541376734,0.008435754671572766
19,umgang,177,38.85444993441474,0.008133018201172277
20,frage,202,37.51717447637093,0.007853099539124306
