topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,9,0.1868,226,93.325
2,8,0.1458,166,53.1126
3,1,0.1267,136,64.5109
4,2,0.1145,137,70.4047
5,6,0.0985,96,58.8885
6,4,0.0781,86,70.1055
7,5,0.0763,76,46.0953
8,7,0.0743,63,62.845
9,10,0.0599,58,39.3253
10,3,0.0391,41,53.4957
