rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,sozial,101,3.3548341364412777,0.0632089050139031
2,wahrnehmen,5,2.926715067303908,0.055142653010026035
3,perspektivübernahme,5,2.357262515815275,0.044413516852149754
4,stehen,9,2.3476587186248903,0.044232570349374584
5,verantwortung,24,2.324722282889875,0.04380042171585973
6,position,29,2.319782540954391,0.0437073513385789
7,akzeptieren,5,1.7911931050892504,0.03374812292843925
8,einsetzen,8,1.7875958368286289,0.033680346287762654
9,meinung,18,1.7202278804279356,0.0324110570818202
10,entwickeln,35,1.71361461028177,0.032286455522547976
11,unterschiedlich,38,1.7115916223771626,0.03224834012097935
12,gerechtigkeit,8,0.669164903857454,0.012607830708266005
13,politik,8,0.6647751982079518,0.012525123642535265
14,auseinandersetzung,9,0.6642010332742656,0.012514305719717124
15,übernahme,7,0.6640895979134959,0.012512206150305459
16,ziel,5,0.6638810863979001,0.012508277555314596
17,beitrag,16,0.6630955436249729,0.012493477032695918
18,interdisziplinarität,6,0.6618900849328951,0.012470764814783842
19,perspektivwechsel,34,0.6613450510761516,0.012460495754711379
20,interkulturell,6,0.6600301399426258,0.012435721327851363
