rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,entwickeln,35,0.10724043132317022,0.004512900943064342
2,alltag,9,0.10585389073717938,0.004454552424311573
3,geschichte,13,0.10410643376717926,0.004381015791620186
4,umgehen,19,0.10355166076737327,0.004357669787103789
5,angemessen,24,0.10251567026107639,0.004314073146590625
6,lösen,24,0.1024207127209455,0.0043100771353183805
7,reflektiert,9,0.10236642579375661,0.004307792628235706
8,toleranz,66,0.10205413551140545,0.004294650802038781
9,erfolgreich,20,0.10151669141706243,0.004272034033994498
10,zusammenarbeiten,19,0.10119278029398657,0.0042584031785907845
11,fachlich,20,0.10117458030462574,0.004257637285092065
12,zeigen,24,0.10117084410024732,0.0042574800578219505
13,konstruktiv,27,0.10092184562768322,0.004247001682942332
14,erleben,7,0.10092167262388001,0.004246994402581586
15,erfahrung,6,0.1008652481085166,0.0042446199413317225
16,insbesondere,12,0.1007566115352029,0.0042400482878227844
17,auseinander,19,0.10056808103870445,0.00423211453144987
18,kritisch,21,0.10035383137652425,0.0042230984589614025
19,konflikt,35,0.1003511968062566,0.004222987590751542
20,jahrgangsübergreifend,19,0.10032313172371915,0.004221806553563536
