topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,4,0.214,57,19.1142
2,2,0.2099,63,25.1349
3,7,0.1454,39,20.8853
4,1,0.1264,34,10.1956
5,5,0.1186,30,15.6104
6,6,0.1143,30,21.2256
7,3,0.0715,14,47.4674
