topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,19,17,100,3,38,177
2,153,7,0,1,0,161
3,7,24,8,2,7,48
4,38,5,8,2,24,77
5,14,19,9,5,19,66
6,2,34,171,1,288,496
7,30,13,68,3,138,252
