term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
französisch,79,0.0004,0.0,0.0001,0.0001,0.0001,0.0064,0.0
leben,74,0.0017,0.0021,0.0108,0.0001,0.0001,0.0029,0.0002
modell,73,0.0,0.0,0.0001,0.0024,0.0237,0.0001,0.0007
globalisierung,70,0.0003,0.0,0.0001,0.0001,0.0001,0.0016,0.0074
lernende,69,0.0067,0.0062,0.0001,0.0027,0.0001,0.0003,0.0
kommunikation,68,0.0017,0.0054,0.0057,0.0106,0.0001,0.0,0.0
bezug,67,0.0121,0.0,0.0001,0.0001,0.0019,0.0,0.0
armut,63,0.0,0.0,0.0164,0.0001,0.0001,0.0026,0.0
vergleich,63,0.003,0.0,0.0001,0.0132,0.0056,0.0001,0.0
vorurteil,63,0.0,0.0001,0.0195,0.0002,0.007,0.0,0.0
kulturell,61,0.0,0.0009,0.0111,0.0001,0.0028,0.0008,0.0024
evolution,61,0.0006,0.0142,0.0001,0.0001,0.0001,0.0,0.0
iii,60,0.0,0.0,0.0001,0.0001,0.0225,0.0,0.0
jahrhundert,56,0.0074,0.0,0.0001,0.0001,0.0001,0.0013,0.0002
ultimat,54,0.0,0.0131,0.0001,0.0001,0.0001,0.0,0.0
variabilität,54,0.0,0.0131,0.0001,0.0001,0.0001,0.0,0.0
material,54,0.0,0.0047,0.0001,0.0037,0.0106,0.0,0.0
geeignet,53,0.0,0.0,0.0001,0.0001,0.0165,0.0,0.0013
zusammenleben,53,0.0,0.0,0.0188,0.0001,0.0001,0.0012,0.0
theorie,53,0.0003,0.0009,0.0001,0.0001,0.0098,0.0011,0.0014
nachhaltig,53,0.0,0.0,0.0001,0.0153,0.0001,0.0002,0.0022
phänomen,51,0.0022,0.0008,0.0001,0.0131,0.0001,0.0,0.0007
menschlich,51,0.0024,0.0035,0.0001,0.0099,0.0001,0.0,0.0
organismus,51,0.0,0.0115,0.0001,0.0015,0.0001,0.0,0.0
fortpflanzung,50,0.0,0.0122,0.0001,0.0001,0.0001,0.0,0.0
proximat,49,0.0,0.0119,0.0001,0.0001,0.0001,0.0,0.0
position,47,0.0,0.0,0.0001,0.0001,0.0108,0.0,0.0027
analysier,43,0.0,0.0,0.0001,0.0124,0.0001,0.0,0.002
selektion,43,0.0,0.0106,0.0001,0.0001,0.0001,0.0,0.0
beziehen,39,0.0,0.004,0.0111,0.0001,0.0001,0.0,0.0
einzeln,39,0.0061,0.0,0.0001,0.0001,0.0001,0.0006,0.0
rekombination,36,0.0,0.0087,0.0001,0.0001,0.0001,0.0,0.0
endogen,36,0.0,0.0033,0.0116,0.0001,0.0001,0.0,0.0
bestimmt,35,0.0,0.0,0.0001,0.0001,0.0133,0.0,0.0
umwelt,35,0.0,0.0,0.0001,0.0086,0.0001,0.0005,0.0013
hypothese,34,0.0,0.0,0.0001,0.0105,0.0037,0.0,0.0
lebewesen,34,0.0,0.0083,0.0001,0.0001,0.0001,0.0,0.0
mutation,34,0.0,0.0083,0.0001,0.0001,0.0001,0.0,0.0
stehen,32,0.0061,0.0,0.0001,0.0001,0.0001,0.0,0.0
ökosystem,29,0.0,0.0011,0.0001,0.0102,0.0001,0.0,0.0
sachverhalte,28,0.0,0.0,0.0001,0.0001,0.0088,0.0,0.0007
biodiversität,26,0.0,0.0014,0.0001,0.0085,0.0001,0.0,0.0
nutzung,26,0.0006,0.0,0.0001,0.0096,0.0001,0.0,0.0
religion,25,0.0,0.0,0.0117,0.0001,0.0001,0.0,0.0
psychisch,24,0.0,0.0001,0.0114,0.0001,0.0001,0.0,0.0
nachvollziehbar,24,0.0,0.0,0.0001,0.0001,0.0087,0.0,0.0
klimawandel,23,0.0,0.0,0.0001,0.009,0.0001,0.0,0.0004
treibhauseffekt,23,0.0,0.0,0.0001,0.0098,0.0001,0.0,0.0
diskriminierung,23,0.0,0.0,0.0114,0.0001,0.0001,0.0,0.0
zuwanderung,22,0.0,0.0,0.0001,0.0095,0.0001,0.0002,0.0
undod,22,0.0,0.0,0.0001,0.0001,0.0086,0.0,0.0
kreuzzug,21,0.0,0.0,0.0102,0.0001,0.0001,0.0,0.0
jude,20,0.0,0.0,0.01,0.0001,0.0001,0.0,0.0
