term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
beschreiben,490,0.0046,0.0183,0.0265,0.0072,0.0075,0.0064,0.0321
folge,433,0.0128,0.0067,0.0214,0.0124,0.0039,0.0144,0.0122
erläutern,356,0.0012,0.014,0.0028,0.0001,0.0085,0.0135,0.0155
politisch,311,0.0026,0.0,0.0001,0.0001,0.0001,0.019,0.0114
erklären,307,0.0059,0.0145,0.0001,0.0001,0.01,0.0062,0.0163
historisch,295,0.0435,0.0,0.0001,0.0001,0.0001,0.0,0.0075
konflikt,280,0.0009,0.0,0.0282,0.0001,0.0001,0.0148,0.0069
entwicklung,273,0.0114,0.0093,0.0001,0.0123,0.0001,0.0084,0.0072
auswirkung,235,0.0096,0.0024,0.0063,0.0001,0.0025,0.0059,0.0122
gesellschaftlich,226,0.0019,0.0,0.0022,0.0001,0.0007,0.0069,0.0181
sozial,226,0.0029,0.001,0.0029,0.0009,0.0029,0.0165,0.0009
bedeutung,222,0.0,0.0107,0.0097,0.0119,0.0001,0.0087,0.0047
analysieren,217,0.003,0.0,0.0086,0.0001,0.0001,0.0042,0.0192
zusammenhang,217,0.0118,0.0,0.0037,0.0001,0.0223,0.001,0.0103
international,199,0.0,0.0,0.0001,0.0001,0.0001,0.0164,0.0031
revolution,193,0.0026,0.0,0.0001,0.0001,0.0001,0.0148,0.0
beurteilen,177,0.012,0.0,0.0001,0.0001,0.0001,0.0073,0.0044
deutschland,169,0.0,0.0,0.0001,0.0001,0.0001,0.0152,0.0
verschieden,169,0.009,0.0,0.0071,0.0001,0.005,0.0026,0.0083
form,163,0.0048,0.0001,0.0213,0.0032,0.0001,0.0052,0.0036
gesellschaft,162,0.0014,0.0,0.0001,0.0001,0.0001,0.01,0.0057
unterschiedlich,158,0.0,0.0,0.0094,0.0001,0.0051,0.0055,0.0087
mensch,151,0.0041,0.0135,0.0189,0.0074,0.0014,0.0009,0.0004
krieg,147,0.0,0.0,0.0001,0.0001,0.0001,0.0125,0.0
wirkung,146,0.0124,0.0,0.0003,0.0089,0.0051,0.0,0.0059
ökonomisch,137,0.0,0.0,0.0001,0.0001,0.0001,0.005,0.012
prozeß,132,0.0119,0.0,0.0001,0.0001,0.0001,0.0,0.0093
dar,132,0.0,0.0001,0.0001,0.0001,0.0001,0.0037,0.0129
stellen,131,0.0,0.0,0.0001,0.0001,0.0077,0.0027,0.0111
beispiel,128,0.007,0.0045,0.0063,0.0001,0.0138,0.0017,0.0004
wirtschaftlich,127,0.0,0.0,0.0001,0.0001,0.0001,0.0068,0.0073
wandel,121,0.0053,0.0,0.0001,0.0001,0.0001,0.0073,0.0018
global,112,0.0001,0.0,0.0001,0.0115,0.0001,0.003,0.0073
kompetenz,112,0.0108,0.0025,0.0063,0.0001,0.0001,0.0028,0.0
weltkrieg,112,0.0052,0.0,0.0001,0.003,0.0001,0.0064,0.0001
möglich,111,0.0034,0.0,0.0001,0.0002,0.0086,0.003,0.0051
gewalt,107,0.0,0.0,0.0381,0.0001,0.002,0.0015,0.0
verhalten,106,0.0,0.0241,0.0039,0.0001,0.0001,0.0,0.0
genetisch,103,0.0,0.0251,0.0001,0.0001,0.0001,0.0,0.0
struktur,102,0.0082,0.0048,0.0031,0.0001,0.0022,0.0008,0.0026
deutsch,102,0.0,0.0,0.0001,0.0001,0.0001,0.0084,0.0003
erörtern,101,0.0008,0.0,0.0001,0.0001,0.0086,0.0027,0.0058
sachverhalt,97,0.004,0.0,0.0001,0.0001,0.0285,0.0,0.0001
europäisch,96,0.0,0.0,0.0001,0.0001,0.0001,0.0071,0.0023
grundlage,94,0.0,0.0085,0.0021,0.0001,0.0047,0.0031,0.0009
ausgewählt,94,0.0,0.0,0.0001,0.0043,0.0027,0.0,0.0105
darstellung,92,0.0046,0.0014,0.0001,0.0001,0.0137,0.0,0.0033
veränderung,92,0.0066,0.0089,0.0001,0.0001,0.0001,0.001,0.0013
unterscheiden,90,0.0,0.0026,0.0001,0.0001,0.0043,0.0005,0.0087
demokratie,88,0.0,0.0,0.0001,0.0093,0.0001,0.0059,0.0
geschichte,82,0.0099,0.0,0.0001,0.0001,0.0024,0.0011,0.0012
begründen,81,0.0001,0.0,0.0001,0.0001,0.0235,0.0,0.0026
ereignis,80,0.0127,0.0,0.0001,0.0001,0.0001,0.0,0.0012
welt,79,0.0028,0.0003,0.0133,0.0001,0.0021,0.0028,0.0
