rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,politisch,208,178.25855553470453,0.018976733671808178
2,sozial,263,174.57010657973973,0.018584075303908418
3,gerechtigkeit,272,134.39662661662928,0.014307358107121484
4,gesellschaft,210,123.88180192620143,0.013187989518290106
5,leben,199,110.19705920118056,0.01173116340814373
6,frage,157,104.99793163355712,0.011177683891378893
7,handeln,328,102.31667983378314,0.010892247934833956
8,mensch,486,96.90833224919669,0.010316495643958453
9,gleichheit,103,92.10135499727765,0.009804762971142373
10,bedeutung,165,87.70801603649548,0.00933706467111598
11,verantwortung,561,85.8327607120751,0.009137432060207508
12,menschenwürde,130,85.13854999225606,0.009063529004600421
13,demokratisch,75,83.52597972448535,0.00889186085432977
14,verschieden,150,83.11467004788064,0.008848074377062788
15,menschenrecht,97,78.77316789379739,0.008385894428019167
16,politik,78,78.59878505285442,0.008367330288308836
17,frieden,64,74.47422984290387,0.007928245692906837
18,wert,198,71.02037365740784,0.007560561186677766
19,sicherheit,86,69.42412370311847,0.0073906304354421646
20,solidarität,64,68.81038970179557,0.007325294627836732
