rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,gesellschaft,195,47.80166650386326,0.05720875301378673
2,frage,314,28.897794440535673,0.034584710235116486
3,orientierung,91,27.461971731871408,0.032866326071566004
4,gerecht,45,25.166354551023517,0.030118944946208825
5,pluralistisch,31,24.188642346095307,0.028948824736157522
6,beitrag,50,24.07829525661456,0.02881676198919484
7,miteinander,60,23.625905050114596,0.028275344053746487
8,bieten,21,21.411376988938198,0.025625009909356317
9,menschlich,70,19.753143834771702,0.023640446234189958
10,leisten,20,19.235951461568874,0.023021473447189245
11,interesse,30,18.563796990479492,0.022217042933860655
12,alt,16,16.76171821242544,0.020060325662994188
13,beschäftigung,17,16.756531564370174,0.02005411831314083
14,alltag,69,14.904206903485234,0.017837267065552033
15,kollidieren,15,14.48884053992005,0.01734015904733022
16,ethik,635,14.390736158203563,0.017222748300934274
17,somit,16,13.683209676377947,0.016375984773428307
18,wichtig,63,13.63614477123712,0.016319657772075724
19,norm,509,12.528785282796008,0.014994376456484331
20,ethikunterricht,105,11.422573247176143,0.013670468405673163
