rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,moral,168,53.0526502367863,0.05204371603286218
2,wahrnehmen,73,48.87538705475967,0.04794589438079361
3,religion,63,40.70555852719018,0.03993143640313765
4,argumentieren,47,38.550154020497295,0.03781702252217955
5,weltanschauung,50,37.80417071719724,0.03708522603267478
6,interpretieren,45,29.66512036602147,0.029100960904293927
7,hineinversetzen,36,29.26471221616687,0.028708167557396677
8,welt,70,28.320020967602574,0.027781442071307397
9,verantwortung,90,24.90304568131074,0.024429449462128137
10,mensch,240,24.356028274954394,0.023892835015264888
11,umwelt,44,22.194410457225384,0.021772325985549006
12,gesellschaft,81,19.271703551433113,0.018905201957372417
13,bio,21,17.14949538033025,0.0168233530972958
14,wert,81,16.53265080655519,0.01621823942831454
15,rev,18,14.642788719460027,0.01436431798682067
16,geschichte,34,14.512138286853412,0.014236152212183563
17,natur,55,14.062264953014903,0.013794834390499814
18,entscheiden,17,13.180621186852672,0.012929957374865358
19,rrk,16,13.009710289569043,0.012762296793057454
20,lebensform,20,11.438031280286747,0.011220507350139458
