rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,verdienen,13,0.05102179197357961,0.0010803369643971976
2,gesellschaftstaat,8,0.05098959310425409,0.00107965518456551
3,glücksgüter,6,0.050908142733294935,0.0010779305519505557
4,thomä,6,0.05089464702958835,0.0010776447935126254
5,auto,7,0.05086222161363051,0.0010769582167757018
6,individuum,21,0.050850744481618526,0.0010767151996358055
7,kritisieren,11,0.050846232046414724,0.0010766196531964989
8,heraus,7,0.050834724214591696,0.0010763759860178761
9,rückführungsspiel,8,0.05082558413079724,0.0010761824536075298
10,inhaltsbezogene,24,0.05081658605800987,0.0010759919281425369
11,erstellen,6,0.050792874970004384,0.0010754898688488989
12,haus,5,0.050788608056037764,0.0010753995210836846
13,kaufen,18,0.05078113669410706,0.0010752413222404862
14,hoffmann,6,0.05078064788796295,0.0010752309722444262
15,sinn,77,0.05077979015405591,0.00107521281056077
16,dieter,6,0.05077630113527913,0.0010751389339718022
17,transzendenz,5,0.050762702150087866,0.0010748509886485955
18,vorstellen,10,0.05075446842554485,0.0010746766475164165
19,dominierend,6,0.05074701267558939,0.0010745187792416534
20,umfrage,6,0.050739811173781665,0.0010743662944248502
