topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,4,0.1864,837,82.9217
2,7,0.1542,721,123.929
3,10,0.1303,527,110.3812
4,3,0.119,434,50.4113
5,6,0.0943,346,80.798
6,5,0.0757,240,113.8214
7,9,0.0735,199,61.6157
8,8,0.0654,198,68.3632
9,1,0.0538,178,117.4084
10,2,0.0473,169,154.4039
