topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,0,9,0,1,2,12
2,8,0,0,0,0,8
3,1,5,0,0,2,8
4,0,40,0,0,0,40
5,0,39,1,0,0,40
6,0,5,1,0,0,6
7,3,65,0,0,0,68
8,1,43,1,0,0,45
9,0,18,0,0,0,18
10,0,0,0,0,0,0
11,0,43,0,0,1,44
12,0,15,2,0,6,23
