rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,sozial,15,5.734881341562054,0.08219515710112453
2,ursache,21,4.981804835902646,0.0714016919873405
3,geschichte,13,3.858900337204498,0.05530766908033576
4,erziehung,6,2.7834912317845406,0.03989437365129786
5,religiös,12,2.5537316765532423,0.036601346016906185
6,ungleichheit,5,2.5292768963496526,0.03625084800639983
7,ergebnis,5,2.4501958029847923,0.03511741864566559
8,nationalistisch,5,2.381239973892035,0.03412910958262686
9,struktur,6,2.068794114491748,0.02965098092233842
10,wirtschaftlich,12,2.066977773538979,0.02962494822504788
11,konflikt,15,2.062545331220381,0.02956142026849218
12,politisch,39,1.8959638504468463,0.027173892058782234
13,historisch,19,1.833267956066431,0.02627530347755971
14,führen,12,1.8297309514646956,0.026224609377439437
15,verfolgung,16,1.8017095511710408,0.025822992802979835
16,inhalt,18,1.7350171201908857,0.02486712388165763
17,zukunft,6,1.6006374187116081,0.022941127506764383
18,perspektive,12,1.5866932203225794,0.02274127235563352
19,krieg,15,1.5748077500444384,0.022570923914480515
20,gewaltsam,9,1.572384352001535,0.02253619057459231
