topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,49,1,0,1,0,51
2,40,0,0,0,0,40
3,39,2,0,0,1,42
4,2,2,2,0,4,10
5,9,2,12,0,6,29
6,118,0,2,1,2,123
7,22,3,1,4,4,34
8,101,2,7,1,5,116
9,24,2,10,0,6,42
10,134,0,1,0,7,142
11,27,0,1,0,0,28
12,12,2,4,1,3,22
13,38,0,0,1,0,39
14,2,0,0,0,0,2
15,1,3,4,1,9,18
