rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,konflikt,280,43.99002999725798,0.032373614027758874
2,verschieden,169,41.11178438258282,0.03025542468775635
3,geschichte,82,26.662182535469935,0.01962151893496685
4,form,163,26.59658425473696,0.01957324314562399
5,entwicklung,273,25.131271004362205,0.018494874124271875
6,vorurteil,63,25.025219650785395,0.018416827676291936
7,ethisch,28,23.653323137911666,0.017407206900935092
8,religiös,45,23.037545733486436,0.016954037398229132
9,politisch,311,20.602118956248354,0.015161732039853862
10,antisemitismus,31,20.579040775616537,0.015144748097986035
11,frage,79,20.542176857215345,0.01511761880832778
12,funktion,105,19.45385039942177,0.014316685945063004
13,medial,21,18.94888731314282,0.013945068102236353
14,umgang,61,18.52830022163699,0.0136355451451864
15,gesellschaftlich,226,18.087700662459884,0.01331129439858565
16,deutung,18,17.26578147472697,0.012706418826840574
17,historisch,295,16.697091554127777,0.012287902449559115
18,flucht,20,16.611597300837587,0.012224984602997506
19,extremismus,15,15.51796674069069,0.011420148287919651
20,ungleichheit,50,15.333724816533431,0.011284558997783443
