topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,10,0.129,67,38.862
2,6,0.1114,59,29.7848
3,1,0.1111,72,34.323
4,2,0.1093,59,27.9652
5,11,0.1016,65,21.8211
6,5,0.0995,59,46.9525
7,3,0.0953,64,20.0152
8,9,0.0723,39,39.3132
9,7,0.0542,27,33.1552
10,12,0.0435,24,32.6407
11,4,0.0432,21,30.1313
12,8,0.0296,13,72.9295
