topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,8,0.159,182,49.1511
2,1,0.1583,195,102.2872
3,6,0.1393,169,81.2817
4,9,0.1279,167,50.9829
5,10,0.1219,141,42.9487
6,7,0.0928,96,35.2752
7,2,0.0677,59,63.6829
8,3,0.0503,48,86.0014
9,4,0.0487,47,22.1909
10,5,0.0341,30,84.6106
