topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,109,2,1,0,2,114
2,14,6,18,0,17,55
3,6,2,1,4,5,18
4,41,4,3,1,3,52
5,158,2,4,1,7,172
6,98,0,0,0,3,101
7,132,0,0,1,0,133
8,45,0,4,0,0,49
9,4,0,11,2,6,23
10,11,3,2,1,4,21
