topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,1,0.2919,422,95.6738
2,4,0.2293,317,69.6402
3,2,0.1961,255,58.8897
4,3,0.1421,173,42.0141
5,5,0.1406,176,41.5612
