term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12
natur,1266,0.0064,0.0708,0.0,0.0,0.0,0.0058,0.0,0.0,0.0,0.0024,0.0,0.0
leben,1009,0.0251,0.0116,0.0018,0.0001,0.011,0.0024,0.0065,0.0,0.0,0.018,0.0161,0.0006
entwicklung,938,0.0,0.0083,0.0315,0.0,0.0,0.0,0.0034,0.0,0.0033,0.0366,0.0,0.0
bedeutung,700,0.0,0.0182,0.0,0.0,0.0054,0.0,0.0,0.0,0.0,0.0078,0.0172,0.0184
handeln,699,0.0,0.011,0.0038,0.0,0.0056,0.0104,0.0,0.0,0.0075,0.0116,0.0,0.0018
frage,656,0.0082,0.0033,0.0009,0.0,0.0,0.0252,0.0,0.0,0.0,0.0,0.0,0.0004
welt,608,0.0122,0.0201,0.0,0.0,0.0,0.0056,0.0025,0.0,0.0,0.0,0.0001,0.0069
verantwortung,603,0.0,0.0237,0.0115,0.0,0.0,0.0014,0.0,0.0,0.0,0.0068,0.0,0.0
tier,591,0.0,0.0046,0.0,0.0576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gesellschaft,588,0.0182,0.0016,0.0,0.0,0.0078,0.0109,0.0,0.0,0.0106,0.0032,0.0,0.0
verschieden,586,0.0,0.0088,0.008,0.0,0.0074,0.0037,0.0074,0.0,0.009,0.0044,0.0026,0.0
unterschiedlich,519,0.0,0.0093,0.0,0.0017,0.0,0.0056,0.0162,0.0,0.0,0.0106,0.0,0.0
sozial,513,0.0,0.0,0.0,0.0,0.0047,0.0,0.0079,0.0,0.0,0.0199,0.0164,0.0009
umwelt,483,0.0,0.0109,0.0305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
evolution,468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0664
freiheit,463,0.0,0.0076,0.0,0.0,0.004,0.0147,0.0,0.0,0.0002,0.0,0.0,0.0
historisch,459,0.0,0.0,0.0,0.0,0.0,0.0239,0.0,0.0,0.0,0.0,0.0,0.0
menschlich,449,0.0,0.0047,0.0056,0.0067,0.0,0.0115,0.0,0.0,0.0033,0.0,0.0,0.0
ethik,443,0.0019,0.0057,0.0012,0.0,0.0063,0.0088,0.0017,0.0,0.0019,0.0011,0.0008,0.0011
umgang,436,0.0,0.0163,0.0015,0.0044,0.0065,0.0,0.0,0.0,0.0007,0.0048,0.0004,0.0
gesellschaftlich,433,0.0,0.0028,0.0026,0.0,0.0,0.0071,0.0,0.0,0.0004,0.0034,0.021,0.0
technik,431,0.0,0.0228,0.0,0.0,0.0,0.0,0.0,0.0,0.0083,0.0,0.0,0.0
politisch,426,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0015,0.0475,0.0
geschichte,421,0.0356,0.0,0.0,0.0,0.0,0.0058,0.0,0.0,0.0,0.0,0.0,0.0
inhalt,397,0.0,0.0,0.0078,0.0,0.0,0.0031,0.0001,0.0,0.0074,0.0158,0.0,0.0
kulturell,389,0.0118,0.0056,0.0,0.0,0.0032,0.0,0.0,0.0,0.0,0.0119,0.0039,0.0
entwickeln,377,0.0,0.0046,0.0026,0.0,0.0039,0.0051,0.0108,0.0,0.0,0.0049,0.0,0.0
kultur,374,0.0276,0.0008,0.0,0.0,0.0,0.0035,0.0053,0.0,0.0,0.0,0.0,0.0
wert,364,0.0013,0.0089,0.0027,0.0,0.0119,0.001,0.0,0.0,0.0,0.004,0.0,0.0
zusammenhang,358,0.0009,0.0,0.0163,0.0,0.0049,0.0045,0.0,0.0,0.0,0.0032,0.0,0.0
ethisch,346,0.0,0.0024,0.0,0.0,0.0063,0.0076,0.0014,0.002,0.0,0.0028,0.0,0.0032
möglichkeit,336,0.0,0.0073,0.0,0.0,0.0,0.0,0.0,0.0,0.0208,0.0038,0.0,0.0
ökosystem,330,0.0,0.0,0.0324,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001
wesen,328,0.0001,0.0,0.0,0.0,0.0003,0.0134,0.0,0.0,0.0,0.003,0.0,0.0
perspektive,312,0.0,0.0025,0.0,0.0,0.0,0.013,0.002,0.0,0.0007,0.0,0.0,0.0
grundlegend,310,0.0001,0.0,0.0,0.0,0.0065,0.0046,0.0039,0.0,0.0,0.0,0.0,0.0167
folge,299,0.0,0.0038,0.0104,0.0,0.0,0.0,0.0015,0.0038,0.0069,0.0,0.0043,0.0
