rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,deutsch,123,73.37633314206683,0.020351622291771874
2,geschichte,270,63.77782301287892,0.017689384423673953
3,religionsunterricht,56,56.249918114213045,0.015601448564990463
4,lernen,129,56.010149215615186,0.015534946385709713
5,kunst,135,53.175732022723466,0.01474879388044142
6,wissen,62,52.907868331952024,0.014674499343949586
7,englisch,47,47.17932515855961,0.013085633534571164
8,französisch,75,44.57238524739524,0.012362574012004947
9,griechisch,98,42.3286663349159,0.011740257280160716
10,spiel,52,36.806251087366896,0.010208563007038124
11,musik,58,36.14100716946779,0.010024051293666346
12,latein,36,36.115214563587855,0.01001689746967009
13,fächerübergreifend,35,33.19450756378746,0.00920681166762019
14,katholisch,33,33.17361850165867,0.009201017888014832
15,leistungseinschätzung,29,32.84431094186321,0.009109681311385875
16,spanisch,35,31.147847012087702,0.008639150942096918
17,sport,54,30.751638304619288,0.008529258697311448
18,russisch,30,30.21270080816993,0.008379779268496514
19,gemäß,28,28.099267507100592,0.007793598487304587
20,grundsatzband,27,27.234111248897822,0.00755363918930839
