topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,7,0.2101,66,23.5851
2,1,0.1666,46,22.4995
3,4,0.147,37,33.7277
4,3,0.1403,38,25.4112
5,10,0.085,22,15.6309
6,6,0.0777,21,21.9611
7,8,0.0575,15,24.0314
8,2,0.0458,12,28.734
9,5,0.0365,6,19.611
10,9,0.0334,5,27.841
