topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,2,0.2511,73,26.3003
2,7,0.2352,64,25.2121
3,5,0.1948,53,22.5076
4,6,0.1216,32,25.7704
5,4,0.1015,23,24.1308
6,3,0.0495,11,12.843
7,1,0.0462,12,11.7679
