term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20
natur,1266,0.0035,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425,0.0,0.0,0.0127,0.0053,0.0
leben,1009,0.0,0.0,0.0124,0.0184,0.0,0.0141,0.007,0.0,0.0,0.0095,0.0016,0.0,0.0028,0.0115,0.0116,0.0,0.0,0.0132,0.022,0.0
entwicklung,938,0.0049,0.0242,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0385,0.0,0.0,0.0,0.0,0.0131,0.0061,0.0,0.0,0.0,0.0
bedeutung,700,0.0,0.0412,0.0056,0.0,0.0,0.0021,0.0,0.0,0.0,0.016,0.0,0.0,0.0094,0.0,0.0,0.0204,0.0,0.0,0.0,0.0
handeln,699,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,0.0,0.0,0.0096,0.0008,0.0,0.0027,0.0,0.0316,0.0,0.0089,0.0,0.0128,0.0
frage,656,0.0,0.0,0.0,0.0,0.0,0.0178,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0008,0.0,0.0,0.0376,0.0
welt,608,0.0,0.0017,0.0,0.0,0.0,0.0067,0.0077,0.0,0.0,0.0,0.001,0.0,0.0122,0.0,0.0071,0.026,0.0258,0.0009,0.0042,0.0
verantwortung,603,0.0,0.0017,0.0,0.0,0.0,0.0044,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0323,0.0,0.0125,0.0013,0.0,0.0
tier,591,0.0097,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0035,0.0,0.0,0.0057,0.0,0.0,0.0,0.0,0.0611,0.0,0.0
gesellschaft,588,0.0225,0.0,0.0,0.0,0.0007,0.019,0.001,0.0,0.0,0.0,0.0,0.0,0.0066,0.0,0.0004,0.0,0.0,0.0,0.0201,0.0
verschieden,586,0.0,0.013,0.0,0.0,0.0,0.0031,0.0176,0.0,0.0,0.0121,0.0,0.0,0.0,0.0,0.0119,0.0099,0.0,0.0057,0.0,0.0
unterschiedlich,519,0.0035,0.0018,0.017,0.0,0.0,0.0032,0.0208,0.0,0.0,0.0069,0.0,0.0,0.0067,0.0,0.009,0.001,0.0,0.0,0.0008,0.0
sozial,513,0.0,0.0,0.0266,0.0,0.0,0.0,0.0285,0.0,0.0,0.0184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
umwelt,483,0.0,0.0041,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0218,0.0,0.0,0.0107,0.002,0.0
evolution,468,0.0,0.0127,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0854,0.0,0.0,0.0
freiheit,463,0.0,0.0,0.0,0.0,0.0,0.0237,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.0,0.0046,0.0,0.0039,0.0025,0.0,0.0
historisch,459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048,0.0,0.0,0.0,0.0423,0.0
menschlich,449,0.0,0.0,0.0,0.0,0.0,0.0065,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0022,0.0054,0.0043,0.0,0.0,0.0084,0.0
ethik,443,0.0,0.0,0.0,0.0,0.0007,0.0149,0.005,0.0,0.0,0.001,0.0019,0.0,0.0,0.0151,0.0027,0.0006,0.0052,0.0045,0.0014,0.0
umgang,436,0.0,0.0242,0.0,0.0,0.0097,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.0,0.0,0.0092,0.0,0.0
gesellschaftlich,433,0.0,0.0,0.0246,0.0,0.0,0.0112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,0.0,0.0,0.0,0.0032,0.0
technik,431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0205,0.0,0.0,0.0204,0.0,0.0
politisch,426,0.0,0.0,0.0486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054,0.0,0.0,0.0,0.0,0.0
geschichte,421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0414,0.0
inhalt,397,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0002,0.0099
kulturell,389,0.0,0.023,0.0,0.0,0.0116,0.0001,0.0157,0.0,0.0,0.0083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entwickeln,377,0.0,0.0,0.0082,0.0,0.0122,0.0,0.0056,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0059,0.0,0.0,0.0027,0.0,0.0
kultur,374,0.0117,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0064,0.0,0.0,0.0106,0.0,0.0037,0.0174,0.0,0.0,0.0047,0.0
wert,364,0.0009,0.0093,0.0,0.0,0.0018,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0391,0.006,0.0,0.0,0.0016,0.0,0.0
zusammenhang,358,0.0135,0.0,0.006,0.0,0.0,0.0078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048,0.0,0.0,0.0122,0.0,0.0
ethisch,346,0.0028,0.0,0.0,0.0,0.0047,0.0,0.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0091,0.0,0.0094,0.0,0.0,0.0
möglichkeit,336,0.0015,0.0022,0.0,0.0,0.0,0.0042,0.0,0.0,0.0,0.0059,0.0,0.0,0.0,0.0,0.0127,0.001,0.0,0.0046,0.0,0.0
ökosystem,330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wesen,328,0.0,0.0,0.0,0.0,0.001,0.02,0.0,0.0,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lernen,322,0.0,0.0,0.0,0.0,0.0182,0.0,0.0,0.0017,0.0,0.0164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,0.0
perspektive,312,0.0,0.0018,0.0,0.0,0.0,0.0112,0.01,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0083,0.0,0.0,0.0,0.0,0.0
grundlegend,310,0.0,0.0011,0.0,0.0,0.0073,0.0,0.0,0.0,0.0,0.0,0.0095,0.0009,0.0,0.0,0.0016,0.0058,0.0157,0.0,0.0116,0.0
folge,299,0.0,0.0002,0.0,0.0,0.0018,0.0,0.0011,0.0009,0.0,0.0,0.0,0.0,0.0081,0.0011,0.0165,0.0,0.0,0.0044,0.0,0.0
auswirkung,298,0.0,0.0014,0.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0032,0.0,0.0
fähigkeit,289,0.0,0.0007,0.0165,0.0,0.0052,0.0,0.0,0.0004,0.0,0.0102,0.0031,0.0,0.0,0.0,0.0,0.0001,0.0,0.0021,0.0,0.0
wissen,286,0.0,0.0,0.0,0.0,0.0226,0.0069,0.0,0.0,0.0043,0.0056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
veränderung,279,0.0,0.0,0.0,0.0,0.0574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sinn,278,0.0,0.0,0.0,0.0,0.0,0.0013,0.0201,0.0,0.0,0.0,0.0,0.0,0.0065,0.0096,0.0,0.0,0.0,0.0,0.0098,0.0
denken,277,0.0,0.0,0.0,0.0,0.0,0.0076,0.0023,0.0,0.0,0.0073,0.0,0.0,0.0089,0.0,0.0,0.0,0.0,0.0,0.0036,0.0
nachhaltig,273,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141,0.0,0.0,0.0065,0.0,0.0
rolle,271,0.0,0.0,0.0,0.0,0.0,0.0002,0.0083,0.0,0.0309,0.0,0.0,0.0,0.0,0.0058,0.006,0.0032,0.0,0.0,0.0,0.0
verhältnis,269,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065,0.0011,0.0,0.0109,0.0076,0.0
religion,268,0.0368,0.0,0.0,0.0087,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0
funktion,266,0.0173,0.0,0.0005,0.0,0.0,0.0001,0.0,0.0,0.0,0.0062,0.0,0.0,0.0,0.0222,0.0,0.0,0.0,0.0061,0.0,0.0
verhalten,265,0.0,0.0094,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0185,0.0,0.0,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zusammenleben,265,0.0,0.0037,0.0,0.0,0.0,0.0114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0138,0.0,0.0,0.0,0.0
ziel,255,0.0,0.0,0.0,0.0,0.0106,0.0109,0.0,0.0,0.0,0.004,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0
philosophisch,253,0.0,0.0,0.0,0.0,0.0,0.0159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0
kommunikation,252,0.0,0.0326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stellen,249,0.0,0.0,0.0,0.0,0.0,0.0048,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0057,0.0042,0.0
form,249,0.0,0.0016,0.0,0.0,0.0011,0.0014,0.0019,0.0051,0.0,0.0038,0.0,0.002,0.011,0.0,0.0022,0.0043,0.0,0.0,0.0017,0.0
system,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biologisch,245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0036,0.0,0.0
lernbereich,244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0353,0.0,0.0
religiös,242,0.0005,0.0,0.0,0.0074,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0052,0.0,0.0194,0.0119,0.0,0.0,0.0
erkenntnis,239,0.0054,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177,0.0
lebewesen,234,0.0,0.0,0.0,0.0,0.0479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revolution,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
medium,223,0.0,0.0051,0.0,0.0,0.0,0.0,0.0293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039,0.0,0.0,0.0,0.0,0.0
nutzen,223,0.0,0.0,0.0106,0.0,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081,0.0061,0.0,0.0,0.0,0.0087,0.0,0.0
struktur,220,0.0,0.0078,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.0108,0.0,0.0,0.0011,0.0,0.0035,0.0,0.0,0.0,0.0005,0.0
moralisch,217,0.0,0.0,0.0,0.0,0.0,0.0049,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0094,0.0,0.0,0.001,0.0,0.0
wirtschaftlich,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0184,0.0,0.0,0.0,0.0,0.0
kenntnis,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0,0.0095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0
modern,211,0.0,0.0082,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0032,0.0,0.017,0.0,0.0024,0.0
konflikt,210,0.0,0.0,0.0,0.0,0.0027,0.0,0.0163,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0097,0.0,0.0,0.0,0.0,0.0
organismus,208,0.0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
verstehen,207,0.0,0.0019,0.0,0.0,0.0,0.0042,0.0,0.0,0.0,0.0108,0.0,0.0,0.0014,0.0,0.0017,0.0,0.0,0.0,0.0001,0.0
gegenwart,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0
individuell,202,0.0,0.0,0.0,0.0,0.0,0.0054,0.0,0.0,0.0,0.0123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0
arbeit,198,0.0,0.0028,0.0,0.0,0.0,0.0009,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0145,0.005,0.0
vielfalt,193,0.0,0.0104,0.0007,0.0,0.016,0.0007,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0
basiskonzept,192,0.0095,0.0,0.0011,0.0,0.0,0.0,0.0,0.0209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erfahrung,191,0.0,0.0,0.0,0.0,0.0198,0.0049,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,0.0,0.0
information,190,0.0,0.0,0.0,0.0,0.0104,0.0,0.0073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0194,0.0,0.0,0.0,0.0
einfluss,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0118,0.0,0.0004,0.0,0.0,0.0,0.0,0.0084,0.0,0.0,0.0,0.0,0.0
biologie,187,0.0,0.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046,0.0,0.0
philosophie,184,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0158,0.0
inhaltsfeld,183,0.0312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0
ökologisch,181,0.0,0.0,0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104,0.0,0.0,0.0,0.0,0.0
vergangenheit,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jung,175,0.0,0.0,0.0187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glück,174,0.0,0.0,0.0,0.0,0.0,0.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0
zukunft,173,0.0,0.0,0.0,0.0,0.0007,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0,0.0,0.0,0.0132,0.0
regel,171,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0046,0.0,0.0,0.0,0.0,0.0115,0.0,0.0045,0.0,0.0,0.0,0.0,0.0
selbstverständnis,171,0.0,0.0,0.0,0.0,0.0,0.0107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0,0.0016,0.0,0.0,0.0,0.0
kontext,170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0
art,169,0.0,0.0053,0.0044,0.0,0.0,0.0,0.0,0.0,0.0148,0.0,0.0047,0.0,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0
begründen,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nutzung,169,0.0117,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.0,0.0,0.007,0.0,0.0
setzen,168,0.0,0.0,0.0042,0.0,0.0009,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059,0.0,0.0087,0.0
lebensraum,167,0.0,0.0089,0.0,0.0,0.0,0.0,0.0,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0
entstehung,167,0.0,0.0,0.0,0.0031,0.0,0.0,0.0,0.0,0.0324,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0,0.0,0.0,0.0
raum,165,0.0,0.0,0.0115,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0053,0.0,0.0,0.0,0.0,0.0
sprache,164,0.0,0.0049,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
merkmal,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0368,0.0,0.0,0.0,0.0
prozeß,162,0.0,0.0,0.0153,0.0,0.0,0.0,0.0,0.0065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
norm,161,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172,0.0046,0.0,0.0,0.0,0.0018,0.0
interesse,158,0.0,0.0,0.0,0.0,0.0087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
persönlich,155,0.0,0.0,0.0,0.0,0.0117,0.0028,0.0,0.0,0.0,0.0059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entscheidung,154,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0105,0.0,0.0,0.0,0.0,0.0
führen,153,0.0026,0.0,0.0,0.0,0.0,0.0,0.0044,0.0,0.0,0.0,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.0
bewertung,152,0.0,0.0,0.0,0.0,0.0,0.0,0.0363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wirtschaft,152,0.0,0.0,0.0172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0
schwerpunkt,150,0.0315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
staat,150,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0,0.0,0.0,0.0,0.0,0.0114,0.0
technisch,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044,0.0,0.0,0.0113,0.0,0.004,0.0,0.0,0.0,0.0,0.0
gott,150,0.0,0.0,0.0,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0264,0.0,0.0,0.0
erörtern,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099,0.0,0.0,0.0,0.0,0.0
themenbereich,148,0.0,0.0,0.0,0.0,0.0,0.0096,0.0,0.0,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
