topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,52,58,30,0,7,147
2,166,102,13,4,27,312
3,25,30,100,4,158,317
4,1,31,62,0,16,110
5,20,63,22,5,12,122
6,26,621,40,11,56,754
7,21,51,9,1,8,90
8,330,18,3,0,2,353
9,20,35,37,0,12,104
10,146,143,49,20,29,387
11,24,33,6,1,6,70
12,44,28,32,0,5,109
13,7,67,67,1,30,172
14,10,86,12,2,2,112
15,169,259,71,6,94,599
16,35,77,13,2,3,130
17,70,72,4,0,1,147
18,89,131,16,2,12,250
19,22,228,171,15,50,486
20,10,26,37,3,5,81
