topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,2,0.1985,155,66.0058
2,5,0.1277,86,66.5094
3,14,0.1258,83,30.2383
4,7,0.0781,45,35.5821
5,13,0.0597,43,33.1745
6,4,0.059,40,42.0125
7,10,0.056,34,26.5445
8,11,0.0548,37,44.5781
9,1,0.0489,28,31.4673
10,6,0.0426,26,52.5566
11,12,0.0407,24,37.5274
12,9,0.0398,23,53.324
13,15,0.0363,19,53.2654
14,8,0.029,18,39.8408
15,3,0.003,0,1.0508
