topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,4,0.3519,489,22.3651
2,5,0.2478,292,31.4733
3,3,0.1684,179,22.3908
4,1,0.1256,107,43.022
5,2,0.1063,88,60.2912
