topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,13,266,10,0,4,293
2,4,337,10,3,3,357
3,3,144,1,0,0,148
4,2,282,3,1,1,289
5,3,146,6,3,19,177
