rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,spannungsverhältnis,35,22.26602942483171,0.05344270265775287
2,andererseits,18,19.958017573443115,0.04790303553745476
3,art,26,17.372905785536144,0.04169827590194968
4,wirtschaftlich,38,17.27310306072589,0.04145873039319725
5,markt,13,17.160723208213497,0.04118899738746233
6,einerseits,13,14.238963666095756,0.03417621915621149
7,insbesondere,26,14.18432458591374,0.03404507497868678
8,wirtschaft,45,14.028819410981704,0.03367183300244262
9,bestimmen,39,13.919010971301987,0.03340827187624693
10,politisch,208,12.859378121197503,0.030864951634723938
11,stadt,20,12.780863702824227,0.030676502107625504
12,schutz,38,12.633268301530975,0.03032224509150164
13,ordnungsfunktion,9,11.184392861668597,0.02684466865237542
14,sozialpolitisch,9,10.599002239140571,0.025439619894849195
15,rahmen,32,10.526460422485643,0.025265505747069483
16,setzen,47,8.89790258451639,0.02135665740078641
17,rechtlich,27,8.450151107853522,0.02028196875400069
18,regelung,9,7.458065795593489,0.017900775441864504
19,ordnungs,6,7.457964477125043,0.017900532258282933
20,bilrbei,6,7.457938156897343,0.017900469084733844
