rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,wert,32,9.947288195410636,0.03491904782875007
2,ethik,26,9.280616321515996,0.03257875702855492
3,regel,12,9.109535053403112,0.03197819184269922
4,schuljahrgänge,10,7.136642701047408,0.02505253320493416
5,krise,6,7.024175606737341,0.024657727729489536
6,sozial,68,6.6677300713683065,0.02340645819216596
7,konflikt,38,6.470847847047332,0.022715321103078032
8,gesellschaft,17,6.160659568640106,0.021626433446780224
9,frieden,17,6.023419686397089,0.021144665359044818
10,leben,34,5.803377281945815,0.020372226570256915
11,mobbing,39,5.734805913167033,0.020131513035167636
12,sexualität,25,4.400232307577694,0.015446614131156562
13,prävention,8,4.313216032293258,0.015141151434304289
14,gewalt,30,4.297003374830471,0.015084238379182855
15,rolle,28,4.294367982463586,0.015074987074676647
16,golden,6,4.291878845354801,0.015066249185912742
17,freundschaft,7,4.2309432305504036,0.01485234026862504
18,menschenrecht,20,4.077689189379078,0.014314355936766658
19,weltanschauung,12,4.073393972527887,0.014299277969815746
20,menschenwürde,10,3.88200988542681,0.013627441589903935
