term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10
sozial,512,0.0082,0.0005,0.0019,0.0061,0.0642,0.0031,0.0,0.0235,0.0001,0.0014
freiheit,309,0.016,0.0066,0.0,0.0296,0.012,0.0006,0.0,0.0,0.004,0.0012
wert,295,0.012,0.0364,0.0162,0.0036,0.0004,0.0056,0.0,0.0,0.0114,0.0083
handeln,287,0.0169,0.028,0.0001,0.0144,0.0,0.0197,0.0,0.0015,0.0001,0.0023
gesellschaft,279,0.0129,0.0056,0.0,0.004,0.0156,0.0,0.0081,0.0217,0.0044,0.0
verantwortung,276,0.0266,0.0037,0.0039,0.0178,0.0008,0.0,0.0,0.0,0.008,0.0106
frage,232,0.0033,0.0117,0.0,0.0132,0.0082,0.0,0.0,0.0139,0.0074,0.0
ethik,219,0.0055,0.0097,0.0,0.0302,0.0003,0.0,0.0,0.0,0.0068,0.0
politisch,214,0.0104,0.0,0.0,0.0,0.03,0.0042,0.0,0.0011,0.0,0.0048
leben,205,0.0154,0.007,0.003,0.0063,0.0022,0.0,0.0049,0.0,0.0,0.0154
verschieden,198,0.0197,0.0084,0.0049,0.0081,0.0,0.0,0.0095,0.0,0.0023,0.0059
mensch,194,0.0,0.0,0.0,0.0225,0.0014,0.0,0.0,0.0,0.0001,0.0169
unterschiedlich,193,0.0068,0.0,0.0,0.0,0.0056,0.0143,0.0119,0.004,0.0002,0.0154
bedeutung,177,0.0154,0.0083,0.0,0.0064,0.0016,0.0111,0.0039,0.0,0.0077,0.0031
gesellschaftlich,170,0.0,0.0091,0.0,0.0,0.0174,0.0,0.0,0.0107,0.0,0.0003
welt,169,0.0,0.0001,0.018,0.0188,0.0,0.0073,0.0,0.0,0.0,0.0051
zusammenleben,159,0.0092,0.01,0.0,0.0143,0.0034,0.0,0.0001,0.0,0.0,0.0
konflikt,151,0.0005,0.006,0.0242,0.0096,0.0,0.0,0.0,0.0,0.0,0.0077
medium,148,0.0,0.0026,0.0503,0.0028,0.0,0.0,0.0,0.0,0.0,0.004
norm,148,0.0018,0.0275,0.0092,0.0,0.0002,0.0,0.0,0.0,0.0128,0.0
menschenrecht,147,0.0012,0.0195,0.0,0.0041,0.0,0.0248,0.0,0.0,0.0,0.0004
entwicklung,128,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0067,0.0026,0.023
form,126,0.0084,0.0,0.0,0.0,0.0,0.0094,0.0275,0.0,0.0008,0.0034
problem,124,0.0,0.0029,0.0,0.0015,0.0075,0.0,0.0,0.0114,0.0016,0.0038
möglichkeit,118,0.0046,0.0109,0.0,0.0,0.0089,0.0,0.0,0.0008,0.0,0.0023
begriff,117,0.0,0.003,0.0,0.0035,0.0025,0.0,0.0,0.0,0.031,0.0
prinzip,112,0.0,0.0052,0.0,0.0,0.005,0.003,0.018,0.0,0.0001,0.0041
perspektive,110,0.0,0.0175,0.0,0.0002,0.0,0.0045,0.0,0.0099,0.0,0.0017
nachhaltig,109,0.0037,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0198
regel,105,0.0,0.0103,0.0,0.0,0.0005,0.0018,0.005,0.0,0.0,0.0116
