topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,5,78,5,0,39,127
2,3,101,4,0,23,131
3,9,26,5,0,45,85
4,0,172,10,1,8,191
5,3,91,18,0,177,289
6,1,47,2,0,14,64
7,0,64,0,0,10,74
8,4,89,6,3,44,146
9,0,73,2,0,4,79
10,18,85,15,4,35,157
