topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,2,44,35,2,174,257
2,199,3,8,3,14,227
3,1,5,150,0,142,298
4,17,15,82,1,90,205
5,3,6,74,1,50,134
6,21,25,9,8,29,92
7,20,21,6,2,15,64
