term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
folge,433,0.0153,0.0071,0.0223,0.0159,0.0133,0.0065,0.0001
politisch,311,0.0125,0.0,0.0171,0.0128,0.0162,0.0001,0.0001
historisch,295,0.0,0.0,0.026,0.0002,0.0207,0.0008,0.0058
konflikt,280,0.0091,0.0,0.0181,0.0002,0.0,0.0139,0.0253
entwicklung,273,0.012,0.0076,0.0068,0.0105,0.0155,0.0026,0.0027
auswirkung,235,0.0144,0.0022,0.0072,0.0085,0.0064,0.0094,0.0001
gesellschaftlich,226,0.0096,0.0,0.0074,0.0217,0.0025,0.0001,0.0028
sozial,226,0.0315,0.0,0.0016,0.004,0.0004,0.0029,0.0027
bedeutung,222,0.0103,0.0111,0.0028,0.0105,0.0059,0.0038,0.0031
zusammenhang,217,0.0007,0.0048,0.0034,0.0042,0.0106,0.0354,0.0059
international,199,0.0011,0.0,0.0275,0.0,0.0,0.0001,0.0001
revolution,193,0.0,0.0,0.0,0.0332,0.0092,0.0001,0.0001
deutschland,169,0.0078,0.0,0.0036,0.0012,0.0287,0.0001,0.0001
verschieden,169,0.0044,0.0008,0.0052,0.0072,0.0028,0.0085,0.0142
form,163,0.0095,0.0014,0.0068,0.0032,0.002,0.0001,0.0113
gesellschaft,162,0.012,0.0,0.0047,0.0095,0.0037,0.0002,0.0004
unterschiedlich,158,0.015,0.0011,0.0037,0.0021,0.0,0.0088,0.0022
mensch,151,0.0059,0.0132,0.0012,0.0051,0.0032,0.0001,0.0001
krieg,147,0.0,0.0,0.0153,0.0048,0.0,0.0001,0.0036
wirkung,146,0.0,0.004,0.0059,0.0041,0.0021,0.0094,0.0124
ökonomisch,137,0.014,0.0,0.006,0.0035,0.0001,0.0002,0.0001
prozeß,132,0.0,0.0049,0.0097,0.0067,0.0,0.0001,0.0001
akteur,132,0.0002,0.0,0.0179,0.0,0.001,0.0001,0.0001
dar,132,0.0133,0.0,0.0015,0.0083,0.0,0.0001,0.0032
stellen,131,0.0089,0.001,0.0023,0.0057,0.0001,0.0088,0.0036
wirtschaftlich,127,0.0121,0.0,0.0022,0.0063,0.0042,0.0001,0.0002
wandel,121,0.0116,0.0,0.0,0.0041,0.0111,0.0001,0.0001
global,112,0.0043,0.0,0.0016,0.0167,0.0,0.0001,0.0001
weltkrieg,112,0.0012,0.0,0.0054,0.0,0.0179,0.0001,0.0001
gewalt,107,0.01,0.0,0.0,0.0015,0.0006,0.0046,0.0081
verhalten,106,0.0012,0.0183,0.0,0.0,0.0007,0.0001,0.0001
merkmal,106,0.0117,0.003,0.0026,0.0,0.0011,0.0001,0.0001
funktion,105,0.0,0.0,0.0021,0.0039,0.0,0.0001,0.0321
genetisch,103,0.0,0.0194,0.0,0.0,0.0,0.0001,0.0001
struktur,102,0.0024,0.0062,0.0071,0.0,0.0005,0.0001,0.0001
deutsch,102,0.0001,0.0,0.0038,0.0094,0.0083,0.0001,0.0001
erörtern,101,0.0001,0.0,0.0034,0.0074,0.0,0.0161,0.0001
sachverhalt,97,0.0,0.0056,0.0005,0.0,0.0051,0.0183,0.0001
europäisch,96,0.0001,0.0,0.0092,0.0017,0.0062,0.0001,0.0001
darstellung,92,0.0,0.0067,0.0035,0.0013,0.0068,0.0001,0.0001
veränderung,92,0.0012,0.0085,0.0034,0.001,0.0019,0.0001,0.0015
demokratie,88,0.0014,0.0,0.001,0.0,0.0219,0.0001,0.0001
aktuell,86,0.0014,0.0,0.0087,0.0037,0.0,0.0001,0.0001
interesse,86,0.0,0.0,0.0105,0.0,0.0,0.0039,0.0001
staat,85,0.0011,0.0,0.0101,0.001,0.0,0.0001,0.0001
geschichte,82,0.0007,0.0,0.0051,0.0,0.0079,0.0001,0.0045
begründen,81,0.0009,0.0044,0.0,0.0,0.0084,0.0096,0.0001
herausforderung,80,0.0027,0.0,0.0042,0.0073,0.0,0.0001,0.001
ereignis,80,0.0,0.0,0.0082,0.0003,0.0038,0.0001,0.0001
migration,79,0.009,0.0002,0.0038,0.0,0.0,0.0001,0.0001
französisch,79,0.0,0.0,0.0,0.0163,0.0001,0.0001,0.0001
modell,73,0.0,0.0037,0.0004,0.0,0.0028,0.0166,0.0001
grenze,72,0.0,0.0,0.0078,0.0033,0.0,0.0001,0.0001
europa,72,0.0,0.0,0.0017,0.0058,0.0094,0.0001,0.0001
kommunikation,68,0.0,0.0038,0.0011,0.0,0.0,0.0041,0.013
maßnahme,64,0.0043,0.0,0.0004,0.0024,0.0,0.0001,0.0123
grund,63,0.0039,0.0011,0.0001,0.0015,0.0,0.011,0.0001
armut,63,0.0095,0.0,0.0,0.0,0.0,0.0001,0.0026
vorurteil,63,0.0033,0.0,0.0,0.0,0.0017,0.0052,0.0086
evolution,61,0.0,0.011,0.0,0.0,0.0009,0.0001,0.0001
iii,60,0.0,0.0,0.0,0.0,0.0,0.0234,0.0001
information,60,0.0006,0.0083,0.0015,0.0005,0.0,0.0001,0.0001
ökologisch,58,0.0,0.0032,0.0,0.0093,0.0,0.0001,0.0001
frieden,58,0.0004,0.0,0.0077,0.0,0.0,0.0001,0.0001
jahrhundert,56,0.0,0.0,0.0033,0.0,0.0087,0.0001,0.0001
ultimat,54,0.0,0.0102,0.0,0.0,0.0,0.0001,0.0001
variabilität,54,0.0,0.0101,0.0,0.0,0.0,0.0001,0.0001
material,54,0.0009,0.0078,0.0,0.0,0.0028,0.0001,0.0001
geeignet,53,0.0006,0.0,0.0,0.0,0.0017,0.0172,0.0001
industrialisierung,51,0.0,0.0,0.0,0.0051,0.0074,0.0001,0.0001
menschlich,51,0.0,0.0033,0.0004,0.0019,0.0,0.0001,0.0093
erfassen,51,0.0026,0.0,0.0,0.0016,0.0005,0.0094,0.0001
organismus,51,0.0,0.0094,0.0,0.0,0.0,0.0001,0.0004
fortpflanzung,50,0.0,0.0087,0.0,0.0,0.0,0.0016,0.0001
proximat,49,0.0,0.0092,0.0,0.0,0.0,0.0001,0.0001
regional,47,0.0,0.0,0.0006,0.0081,0.0,0.0026,0.0001
beurteilungskompetenz,47,0.0045,0.0,0.0,0.0,0.0001,0.0001,0.0108
position,47,0.0,0.0,0.0,0.0,0.0,0.0188,0.0001
selektion,43,0.0,0.0082,0.0,0.0,0.0,0.0001,0.0001
raum,42,0.0,0.0,0.0,0.0051,0.0,0.0001,0.0084
republik,38,0.0,0.0,0.0,0.0015,0.0089,0.0001,0.0001
terrorismus,37,0.0,0.0,0.0,0.0,0.0009,0.0001,0.0166
rekombination,36,0.0,0.0068,0.0,0.0,0.0,0.0001,0.0001
endogen,36,0.0,0.0069,0.0,0.0,0.0,0.0001,0.0001
bestimmt,35,0.0,0.0067,0.0,0.0,0.0,0.0001,0.0001
exemplarisch,35,0.0,0.0,0.0,0.0075,0.0,0.0001,0.0001
scheitern,34,0.0,0.0,0.0,0.0006,0.009,0.0001,0.0001
herausarbeit,34,0.001,0.0005,0.0,0.0006,0.001,0.007,0.0005
kalt,33,0.0,0.0,0.0,0.0067,0.0,0.0001,0.0001
ebene,32,0.0,0.002,0.0,0.0,0.0,0.0001,0.01
weimarer,32,0.0,0.0,0.0,0.0,0.0093,0.0001,0.0001
antisemitismus,31,0.0,0.0,0.0,0.0,0.0,0.0001,0.0141
bundesrepublik,29,0.0,0.0,0.0,0.0,0.0091,0.0001,0.0001
ethisch,28,0.0009,0.0,0.0,0.0,0.0,0.0001,0.0094
inflation,24,0.0,0.0,0.0,0.0,0.0005,0.0001,0.0107
nachvollziehbar,24,0.0,0.0005,0.0,0.0,0.0011,0.0068,0.0001
aggression,23,0.0,0.0,0.0,0.0,0.0,0.0001,0.0096
regelung,22,0.0,0.0,0.0,0.0,0.0,0.0088,0.0001
sinn,21,0.0,0.0,0.0,0.0,0.0,0.0001,0.0094
abhängigkeit,20,0.0,0.0,0.0,0.0,0.0,0.0079,0.0001
gefahr,20,0.0,0.0,0.0004,0.0,0.0,0.0001,0.0081
