rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,handeln,523,123.40299850324213,0.051540735652357804
2,motiv,58,57.750532035553285,0.024120199197179733
3,mensch,422,55.232509623925566,0.02306851707390453
4,wahrheit,69,41.35698512817912,0.017273238606223745
5,lüge,44,36.1783404291283,0.015110315819025427
6,leben,251,33.489460398888376,0.013987272971441308
7,imperativ,33,32.11927747616928,0.013414999714941917
8,kant,42,32.034387697482046,0.013379544485361002
9,autonomie,40,31.88813925163548,0.013318462075870376
10,wesen,42,31.734153408473585,0.01325414805001302
11,freiheit,179,31.482418741827125,0.013149008060989021
12,ethik,635,29.991945785224104,0.012526494235676694
13,handlung,207,29.608186933502168,0.012366212769498763
14,wichtig,63,28.487328444032688,0.011898072839269032
15,diskussion,41,28.214890805362092,0.011784286006803167
16,provokation,26,27.779910196283325,0.011602611162120675
17,etc,34,27.528209010338372,0.01149748515671139
18,staat,35,23.833130243670038,0.00995419139369566
19,norm,509,22.54752525405149,0.009417243120744732
20,ethisch,537,22.165803826587435,0.009257812609133229
