rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,mensch,422,155.67540566400515,0.03543371299807763
2,wert,511,126.58890042495541,0.02881325246764541
3,freiheit,179,105.02414453181372,0.023904838271247633
4,zusammenleben,115,97.12303756796774,0.022106445292408818
5,verantwortung,268,93.49313245759176,0.021280232472582154
6,handeln,523,91.56334635824271,0.02084098847960617
7,welt,159,89.96866050355084,0.020478017587343314
8,norm,509,85.33961053602118,0.019424386621658078
9,ethischmoralisch,252,82.06752877303902,0.018679618971294654
10,gesellschaft,195,79.87124568604031,0.01817971685615125
11,natur,156,76.31025909410991,0.017369190772404938
12,gerechtigkeit,197,75.56573577614797,0.017199727744789783
13,bedeutung,138,69.7129139029113,0.015867550644620573
14,toleranz,84,62.825409883175425,0.014299866657111587
15,umgang,76,57.58069209210479,0.013106101822055962
16,leben,251,47.80994819880816,0.010882155570455842
17,rolle,64,47.628746868318274,0.010840911830559598
18,umwelt,57,44.49937203998404,0.010128626103359194
19,medial,54,43.206150184609356,0.009834272272253147
20,regel,171,41.81764220256024,0.009518230100263201
