rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,ethik,635,111.5248378425572,0.0871709361545145
2,allgemein,63,29.414183747909593,0.022990949667606283
3,utilitarismus,25,24.565343831624983,0.01920096061276799
4,moralphilosophie,29,19.562274917294506,0.015290421854366706
5,kritik,24,19.16388903484195,0.014979032293117958
6,angewandte,18,17.157070849350266,0.01341044700480598
7,leistungskurs,18,16.589770487672453,0.012967029156684446
8,grundlegend,71,16.07402546765388,0.012563908407246404
9,ethisch,537,15.929287774838484,0.012450777373625228
10,sprache,35,15.71881824237711,0.012286268493526592
11,hermeneutische,16,15.443783625798199,0.01207129373574279
12,praktisch,75,14.964526241465201,0.011696692744076255
13,niveau,16,14.593973978055534,0.011407058718863005
14,modell,33,14.387757299260777,0.011245873988277777
15,kompetenzschwerpunkt,17,13.42966578663752,0.010497002833719645
16,moraltheoretisch,12,13.381219238944011,0.010459135655451614
17,fragestellung,83,13.277873254245337,0.01037835753993701
18,phänomenologische,13,12.68534717782017,0.009915222566803397
19,tugendethik,17,12.541691020150271,0.009802936891336878
20,verantwortung,268,11.895931479198243,0.009298193151695973
