term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10
natur,1266,0.0,0.0,0.0,0.0,0.0,0.0133,0.0,0.0,0.0379,0.012
leben,1009,0.0239,0.0,0.0064,0.0068,0.0111,0.0044,0.0,0.0,0.0018,0.0247
entwicklung,938,0.0,0.0252,0.0,0.0166,0.0014,0.0,0.01,0.0001,0.0128,0.0
beschreiben,808,0.0,0.0,0.0094,0.0016,0.0,0.0,0.0,0.0,0.0292,0.0003
bedeutung,700,0.01,0.0099,0.0007,0.0031,0.0098,0.0,0.0013,0.0,0.0121,0.0
handeln,699,0.0,0.0012,0.0,0.0,0.0156,0.0022,0.007,0.0005,0.0037,0.0159
frage,656,0.0,0.0,0.0,0.0016,0.0016,0.0209,0.0,0.0,0.0,0.0254
welt,608,0.0,0.0042,0.0014,0.0,0.016,0.0039,0.0,0.0028,0.0001,0.015
verantwortung,603,0.0,0.0,0.0,0.0013,0.0263,0.0001,0.0011,0.0,0.0053,0.0001
tier,591,0.0,0.0,0.0038,0.0,0.0,0.003,0.0,0.0,0.0187,0.0025
gesellschaft,588,0.0,0.0,0.0001,0.0162,0.0119,0.0108,0.0024,0.0,0.0,0.0
verschieden,586,0.0069,0.0,0.007,0.0,0.0084,0.0033,0.003,0.0,0.0087,0.0
unterschiedlich,519,0.0,0.0,0.0084,0.0063,0.0094,0.0,0.0085,0.0,0.0012,0.0014
kompetenz,516,0.0043,0.0,0.0158,0.0027,0.0035,0.0,0.006,0.0,0.0033,0.0
sozial,513,0.0,0.0,0.0101,0.0143,0.0046,0.0,0.0068,0.0,0.0,0.0
umwelt,483,0.0,0.0,0.0,0.0045,0.005,0.0001,0.0012,0.0,0.0126,0.0021
evolution,468,0.0,0.0483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freiheit,463,0.0,0.0,0.0,0.0,0.0207,0.0087,0.0,0.0,0.0001,0.0
historisch,459,0.0,0.0,0.0022,0.0,0.0047,0.0295,0.0007,0.0,0.0,0.0
erläutern,453,0.0,0.0065,0.0,0.0,0.0,0.0,0.0,0.0024,0.0157,0.0
menschlich,449,0.0,0.0,0.0,0.0023,0.0,0.0114,0.0032,0.0045,0.0053,0.0048
ethik,443,0.0,0.0008,0.006,0.0,0.0104,0.0,0.0,0.0,0.0,0.0119
umgang,436,0.0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0112,0.0033
aspekt,434,0.0034,0.0075,0.0,0.0,0.0,0.0,0.0051,0.0,0.008,0.0045
gesellschaftlich,433,0.0,0.0,0.0028,0.0167,0.0052,0.003,0.0029,0.0,0.0,0.0
technik,431,0.0,0.0,0.0,0.0005,0.0004,0.0072,0.0,0.0016,0.0121,0.0
politisch,426,0.0,0.0,0.0,0.0302,0.0,0.0,0.0003,0.0,0.0,0.0
geschichte,421,0.0,0.0,0.0,0.0,0.0,0.0349,0.0,0.0,0.0,0.0
erklären,419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0166,0.0031
inhalt,397,0.0,0.0106,0.0,0.0041,0.0005,0.0071,0.0,0.0111,0.0029,0.0
