topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,0,66,1,0,4,71
2,8,25,70,0,12,115
3,0,110,0,0,4,114
4,6,44,17,2,10,79
5,0,29,33,1,11,74
6,4,55,64,0,144,267
7,1,31,10,0,7,49
8,1,118,2,0,4,125
9,0,60,0,2,0,62
10,0,27,1,0,16,44
11,4,89,0,0,4,97
12,1,119,9,0,10,139
