topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,67,4,7,2,6,86
2,31,10,30,4,27,102
3,189,1,0,1,1,192
4,115,2,3,2,5,127
5,216,2,4,1,8,231
