topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,6,0.1814,289,53.6114
2,12,0.0935,114,82.4136
3,8,0.0897,97,39.1434
4,11,0.0802,98,84.9588
5,3,0.077,92,40.7865
6,15,0.0695,68,45.7115
7,14,0.0644,75,71.8335
8,13,0.06,59,124.3911
9,5,0.056,76,129.5315
10,2,0.0498,60,84.2362
11,4,0.041,46,35.4232
12,9,0.039,54,48.6526
13,1,0.0369,37,71.4425
14,7,0.0319,37,78.1924
15,10,0.0296,34,103.2205
