topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,1,0.2613,373,54.8973
2,7,0.2202,296,60.7446
3,5,0.1532,208,71.0503
4,4,0.1105,124,93.8464
5,6,0.1022,111,50.524
6,2,0.0947,103,90.8127
7,3,0.0579,50,83.4141
