topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,7,8,11,0,10,36
2,25,11,1,11,0,48
3,15,24,10,3,60,112
4,0,3,0,0,11,14
5,8,4,2,33,6,53
6,12,18,8,114,7,159
7,18,5,0,17,0,40
8,95,0,0,0,0,95
9,14,29,11,31,25,110
10,122,15,0,17,8,162
11,13,25,7,8,32,85
12,116,42,13,10,60,241
