topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,1,67,6,1,12,87
2,109,72,9,4,52,246
3,2,208,0,0,3,213
4,79,67,60,11,34,251
5,102,154,34,1,75,366
6,0,100,5,1,8,114
7,3,135,23,5,126,292
8,11,142,8,0,16,177
9,82,39,17,3,28,169
10,109,19,47,8,37,220
