topic_name,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,entropy,topic_total,topic_proportion
Kein Thema (Ausreißer),0.2857,0.2857,0.1429,0.1429,0.1429,2.2359,7,0.0261
Konkurrenz · Kologische · Beziehungen,0.9851,0.0149,0.0,0.0,0.0,0.1119,67,0.25
Wettbewerb · Konkurrenz · Marktwirtschaft,0.0206,0.0928,0.1701,0.0052,0.7113,1.2571,194,0.7239
