topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,1,0.3463,267,27.0844
2,5,0.2237,165,23.5332
3,3,0.2217,165,39.7203
4,2,0.1231,82,21.0192
5,4,0.0852,59,27.4309
