topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,6,0.1818,36,21.9596
2,2,0.1523,27,14.5633
3,7,0.1301,23,7.5186
4,4,0.1268,24,11.6371
5,10,0.0978,22,15.526
6,8,0.0891,16,15.2689
7,5,0.0769,14,18.261
8,3,0.07,10,15.6112
9,1,0.0385,7,16.8463
10,9,0.0367,6,16.5363
