term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5
nationalsozialismus,58,0.0185,0.1004,0.0004,0.0019,0.0159
antisemitismus,45,0.0005,0.048,0.0154,0.0015,0.0351
politisch,39,0.0081,0.0009,0.0004,0.0016,0.0313
demokratie,35,0.0244,0.0089,0.0145,0.0016,0.0361
gesellschaftlich,33,0.0004,0.0015,0.0513,0.0015,0.0078
ideologisch,31,0.0037,0.0311,0.0003,0.0016,0.008
nationalsozialistisch,28,0.0004,0.0344,0.0003,0.0016,0.0075
bewert,25,0.0069,0.0359,0.0003,0.0016,0.0003
imperialismus,24,0.021,0.0009,0.0003,0.0015,0.0003
grundlage,23,0.0004,0.0334,0.0004,0.009,0.0031
ideologie,23,0.0004,0.0299,0.0004,0.0015,0.0057
charakterisieren,22,0.007,0.0295,0.0003,0.0015,0.0003
form,22,0.0049,0.0086,0.0003,0.0225,0.0165
thema,22,0.0066,0.013,0.0003,0.0053,0.0052
europa,21,0.0006,0.0306,0.0165,0.0015,0.0003
ursache,21,0.0307,0.0009,0.0153,0.0015,0.0004
volksgemeinschaft,21,0.0004,0.0422,0.0003,0.0014,0.0005
weltkrieg,21,0.0058,0.0135,0.0003,0.0016,0.0175
mensch,20,0.0308,0.0009,0.0003,0.0015,0.0023
historisch,19,0.0057,0.0009,0.0436,0.0014,0.0025
menschenrecht,19,0.0072,0.0008,0.0003,0.0396,0.0004
demokratisch,18,0.0313,0.0008,0.0004,0.0015,0.0006
diktatur,18,0.0005,0.0118,0.0003,0.0014,0.0201
inhalt,18,0.0004,0.0009,0.0003,0.0015,0.0236
kompetenz,18,0.0235,0.003,0.0149,0.02,0.0003
führerprinzip,17,0.0004,0.0348,0.0003,0.0015,0.0003
sozialdarwinismus,17,0.0033,0.0231,0.0003,0.0015,0.0018
deutschland,16,0.0004,0.0008,0.0003,0.0015,0.0224
diskriminierung,16,0.0004,0.0008,0.0438,0.0238,0.0003
international,16,0.024,0.0008,0.0003,0.026,0.0003
umgang,16,0.0004,0.0048,0.0342,0.0015,0.0004
widerstand,16,0.0027,0.0029,0.0003,0.0016,0.02
herrschaft,15,0.0029,0.019,0.0003,0.0015,0.0022
krieg,15,0.0229,0.0009,0.0003,0.0015,0.0049
weltdeutung,15,0.0004,0.0283,0.0003,0.0015,0.0011
bezug,14,0.0189,0.0009,0.0175,0.0131,0.0005
kultur,14,0.0078,0.0009,0.0003,0.0202,0.0003
möglichkeit,14,0.0004,0.0013,0.0003,0.0016,0.0209
versus,14,0.0004,0.0009,0.0837,0.0015,0.0003
holocaust,13,0.0004,0.0009,0.0003,0.0016,0.0204
lebensraum,13,0.0004,0.0262,0.0005,0.0015,0.0003
extremismus,12,0.0012,0.0008,0.0003,0.0015,0.0192
grundgesetz,12,0.0265,0.0008,0.0003,0.0015,0.0004
perspektive,12,0.0035,0.0009,0.0429,0.0015,0.0003
zwischenkriegszeit,12,0.0004,0.0249,0.0003,0.0015,0.0003
errichtung,10,0.0004,0.0009,0.0003,0.0015,0.0186
heutig,10,0.0021,0.0009,0.0427,0.0015,0.0003
migration,10,0.0203,0.0009,0.0162,0.0015,0.0003
ökonomisch,10,0.0249,0.0008,0.0003,0.0014,0.0003
beispiel,9,0.0004,0.0008,0.0003,0.0326,0.0003
kulturell,9,0.0365,0.0008,0.0154,0.0015,0.0003
menschenwürde,9,0.0005,0.0008,0.0003,0.0325,0.0003
nsdiktatur,9,0.0004,0.0008,0.0003,0.0015,0.0298
teilhabe,9,0.0188,0.0008,0.0004,0.0015,0.0041
diskutieren,8,0.0005,0.0008,0.0003,0.0256,0.0009
engagement,8,0.0202,0.0008,0.0149,0.0015,0.0003
gewalt,8,0.0191,0.0009,0.0003,0.0015,0.0152
