term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15
interpretation,12,0.0045,0.0019,0.0002,0.0006,0.0031,0.0004,0.0003,0.0005,0.0001,0.0029,0.0004,0.0007,0.0007,0.0207,0.0007
konzentrationsbereitschaft,12,0.0047,0.0018,0.0002,0.0006,0.003,0.0004,0.0004,0.0006,0.0001,0.0029,0.0004,0.0007,0.0007,0.0208,0.0007
respektieren,12,0.0047,0.0019,0.0002,0.0006,0.0031,0.0004,0.0004,0.0005,0.0001,0.0029,0.0004,0.0007,0.0007,0.0207,0.0007
stellenwert,12,0.0047,0.0019,0.0002,0.0006,0.0031,0.0004,0.0004,0.0006,0.0001,0.0029,0.0004,0.0007,0.0007,0.0207,0.0007
gehören,11,0.004,0.0019,0.0003,0.0006,0.0031,0.0004,0.0003,0.0205,0.0001,0.0027,0.0315,0.0007,0.0007,0.0002,0.0007
person,11,0.004,0.0018,0.0002,0.0006,0.0031,0.0216,0.0004,0.0006,0.0001,0.0026,0.0004,0.0206,0.0007,0.0051,0.0007
setzen,11,0.004,0.0018,0.0193,0.0051,0.0033,0.0004,0.0003,0.0006,0.0001,0.0028,0.0004,0.0007,0.0007,0.0002,0.0007
sowohl,11,0.0039,0.0019,0.0128,0.0006,0.0032,0.0004,0.0003,0.0006,0.0001,0.0027,0.0318,0.0007,0.0007,0.0002,0.0007
wertvorstellung,11,0.0039,0.0018,0.0159,0.0006,0.0031,0.0004,0.0003,0.0006,0.0001,0.0026,0.0385,0.0007,0.0007,0.0002,0.0007
bedeutung,10,0.0039,0.0019,0.0089,0.0006,0.0033,0.0269,0.0003,0.0006,0.0001,0.0029,0.0004,0.0009,0.0007,0.0002,0.0153
denken,10,0.0039,0.0018,0.0002,0.0186,0.0031,0.0004,0.0003,0.0006,0.0001,0.003,0.0004,0.0007,0.0527,0.0002,0.0011
identität,10,0.0039,0.0018,0.0002,0.014,0.0031,0.0373,0.0053,0.0006,0.0001,0.0029,0.0004,0.0292,0.0007,0.0002,0.0007
leisten,10,0.004,0.0018,0.0192,0.0006,0.0033,0.0004,0.0003,0.0006,0.0001,0.0027,0.0004,0.0007,0.0007,0.0002,0.0007
moral,10,0.0041,0.0018,0.0067,0.0139,0.0034,0.0004,0.0003,0.0006,0.0001,0.0029,0.0004,0.0007,0.0007,0.0002,0.0104
moralisch,10,0.0038,0.0018,0.0002,0.0006,0.0029,0.0063,0.0003,0.0006,0.0001,0.0415,0.0005,0.0007,0.0014,0.0002,0.0284
motiv,10,0.0039,0.1334,0.0002,0.0006,0.0031,0.0004,0.0003,0.0006,0.0001,0.0032,0.0004,0.0007,0.0007,0.0002,0.0009
nachhaltig,10,0.0041,0.0019,0.0002,0.0006,0.003,0.0004,0.0316,0.0006,0.0001,0.0027,0.0004,0.0007,0.0007,0.0002,0.034
rahmen,10,0.0042,0.0019,0.0076,0.0228,0.0031,0.0004,0.022,0.0006,0.0001,0.0027,0.0004,0.0007,0.0007,0.0002,0.0007
struktur,10,0.004,0.0018,0.0002,0.0006,0.0031,0.0216,0.0054,0.0006,0.0001,0.0026,0.0004,0.0292,0.0437,0.0002,0.0007
verständigen,10,0.004,0.0019,0.0002,0.0006,0.0032,0.0004,0.0004,0.0205,0.0001,0.0027,0.0289,0.0007,0.0007,0.0002,0.0007
zivilcourage,10,0.0041,0.0018,0.0002,0.0228,0.0031,0.0004,0.0004,0.0205,0.0001,0.0027,0.0004,0.0007,0.0007,0.0002,0.0007
alltag,9,0.0039,0.0019,0.0002,0.0139,0.0033,0.0004,0.0003,0.0006,0.0001,0.0028,0.0318,0.0007,0.0007,0.0002,0.0007
auseinandersetzung,9,0.0039,0.0019,0.0068,0.0006,0.0031,0.0082,0.0004,0.0006,0.0001,0.0028,0.0004,0.0008,0.0055,0.0002,0.0007
folge,9,0.004,0.0943,0.0002,0.0006,0.0031,0.0004,0.0004,0.0006,0.0001,0.0222,0.0004,0.0007,0.0007,0.0072,0.0007
menschlich,9,0.004,0.0018,0.0002,0.0006,0.0204,0.0004,0.0004,0.0006,0.0001,0.0027,0.0012,0.025,0.0007,0.0002,0.0154
positionieren,9,0.004,0.0019,0.0002,0.0007,0.0031,0.0004,0.0221,0.0006,0.0001,0.0026,0.0004,0.0007,0.0007,0.0072,0.043
stehen,9,0.0039,0.0018,0.0053,0.0006,0.003,0.0399,0.0004,0.0006,0.0001,0.0027,0.0004,0.0007,0.0009,0.0003,0.0007
wahlbereich,9,0.0039,0.0018,0.0002,0.0007,0.0031,0.0004,0.0667,0.0005,0.0001,0.0027,0.0004,0.0007,0.0007,0.0016,0.0008
angst,8,0.004,0.0018,0.0002,0.0006,0.0031,0.0005,0.0004,0.0005,0.0001,0.0027,0.0004,0.0007,0.0009,0.0002,0.0392
einsetzen,8,0.0039,0.0018,0.0167,0.0006,0.003,0.0004,0.0004,0.0006,0.0001,0.0027,0.0004,0.0007,0.0007,0.0002,0.0007
einsicht,8,0.0039,0.0018,0.0002,0.0006,0.003,0.0004,0.0003,0.0006,0.0052,0.0221,0.0004,0.0007,0.0007,0.0002,0.0007
freiheitlich,8,0.0039,0.0019,0.0044,0.0006,0.003,0.0161,0.0004,0.0005,0.0001,0.0027,0.0527,0.0007,0.0007,0.0002,0.0007
gefühl,8,0.004,0.0018,0.0002,0.0006,0.003,0.0004,0.0009,0.0005,0.0001,0.0027,0.0005,0.0007,0.0015,0.0062,0.0368
gerechtigkeit,8,0.0041,0.0019,0.0014,0.0006,0.003,0.0005,0.0028,0.0246,0.0001,0.0029,0.0004,0.0008,0.0007,0.0002,0.0007
grundordnung,8,0.0039,0.0018,0.0044,0.0006,0.0031,0.0161,0.0003,0.0006,0.0001,0.0027,0.0527,0.0007,0.0007,0.0002,0.0007
individuell,8,0.004,0.0018,0.0002,0.0361,0.0032,0.0004,0.0004,0.0006,0.0001,0.0028,0.0004,0.0007,0.0007,0.0002,0.0007
kommunikation,8,0.0039,0.0018,0.0109,0.0006,0.003,0.0004,0.0004,0.0006,0.0001,0.0028,0.0004,0.0007,0.0007,0.0016,0.0166
politik,8,0.004,0.0018,0.0155,0.0139,0.0031,0.0004,0.0003,0.0006,0.0089,0.0028,0.0004,0.0007,0.0007,0.0002,0.0007
verantwortungsbereitschaft,8,0.004,0.0019,0.0002,0.0006,0.003,0.0004,0.0208,0.0006,0.0001,0.0028,0.0004,0.0292,0.0007,0.0002,0.0176
zentral,8,0.0039,0.0018,0.0002,0.0006,0.003,0.0027,0.0003,0.0205,0.0001,0.0026,0.0004,0.0534,0.0007,0.0002,0.0055
aktuell,7,0.0039,0.0019,0.0002,0.0139,0.0033,0.0004,0.0288,0.0006,0.0001,0.0028,0.0004,0.0007,0.0007,0.0002,0.0333
anwenden,7,0.0039,0.0283,0.0075,0.0006,0.003,0.0004,0.0054,0.0006,0.0001,0.0027,0.0004,0.0007,0.0007,0.0002,0.0104
arbeit,7,0.004,0.0018,0.0141,0.0006,0.003,0.0004,0.0004,0.0006,0.0001,0.0027,0.0004,0.0007,0.0007,0.0002,0.0055
erleben,7,0.0039,0.0018,0.0002,0.0006,0.003,0.0004,0.0004,0.0006,0.0001,0.0026,0.0289,0.0007,0.0007,0.0002,0.0104
erwerben,7,0.004,0.0018,0.0002,0.0006,0.0246,0.0004,0.0004,0.0006,0.0085,0.0027,0.0005,0.0007,0.0437,0.0002,0.0007
ethik,7,0.004,0.0018,0.0002,0.0095,0.0246,0.0004,0.0028,0.0005,0.0001,0.0027,0.0005,0.0007,0.0007,0.0002,0.0153
fairness,7,0.004,0.0281,0.0002,0.0006,0.003,0.0004,0.0004,0.0205,0.0001,0.0027,0.0004,0.0008,0.0007,0.0002,0.0007
historisch,7,0.0039,0.0018,0.0002,0.0006,0.0034,0.0033,0.0003,0.0006,0.0001,0.0027,0.0004,0.0303,0.0007,0.0002,0.0007
interesse,7,0.004,0.0413,0.0054,0.0006,0.0031,0.0004,0.0003,0.0006,0.0001,0.0028,0.0004,0.0007,0.0007,0.0002,0.0007
kontext,7,0.0041,0.015,0.0002,0.0006,0.003,0.0059,0.0004,0.0006,0.0001,0.0027,0.0004,0.0007,0.0007,0.0051,0.0007
pflicht,7,0.0041,0.0018,0.0002,0.0006,0.003,0.0004,0.0004,0.0005,0.0001,0.0414,0.0004,0.0007,0.0007,0.0063,0.0007
situation,7,0.004,0.0019,0.0002,0.0006,0.0298,0.0006,0.0004,0.0006,0.0001,0.0027,0.0005,0.0007,0.0007,0.0071,0.001
umwelt,7,0.004,0.0018,0.0067,0.0006,0.0032,0.0004,0.0003,0.0006,0.0001,0.0221,0.0004,0.0007,0.0007,0.0072,0.0007
verschieden,7,0.0039,0.0281,0.0002,0.0006,0.003,0.0004,0.0028,0.0006,0.0001,0.0029,0.0004,0.0007,0.0007,0.0051,0.0007
zusammenleben,7,0.004,0.0019,0.0011,0.0006,0.0249,0.01,0.0004,0.0006,0.0001,0.0027,0.0005,0.0008,0.0095,0.0002,0.0007
übernahme,7,0.004,0.0019,0.0003,0.026,0.003,0.0004,0.0004,0.0006,0.0001,0.0027,0.0004,0.0007,0.0007,0.0002,0.0061
begegnen,6,0.0039,0.0018,0.0067,0.0006,0.0248,0.0004,0.0003,0.0006,0.0001,0.0028,0.0005,0.0007,0.0007,0.0002,0.0007
begriff,6,0.0039,0.0317,0.0002,0.0006,0.0031,0.0004,0.0004,0.0006,0.0001,0.0029,0.0004,0.0292,0.0007,0.0002,0.0139
erfahrung,6,0.004,0.0019,0.0002,0.0006,0.0034,0.0004,0.0003,0.0006,0.0001,0.0027,0.0318,0.0007,0.0007,0.0002,0.0007
erhalten,6,0.004,0.0019,0.0067,0.0006,0.0033,0.0025,0.0004,0.0006,0.0001,0.0028,0.0004,0.0253,0.0007,0.0002,0.0007
fallbeispiel,6,0.0039,0.0018,0.0002,0.0228,0.003,0.0004,0.0146,0.0005,0.0001,0.0027,0.0004,0.0007,0.0007,0.0002,0.0007
hinterfragen,6,0.004,0.0019,0.0002,0.0006,0.0031,0.0299,0.0004,0.0006,0.0001,0.0029,0.0004,0.0007,0.0007,0.0002,0.0007
interdisziplinarität,6,0.0039,0.0018,0.0141,0.0006,0.0031,0.0004,0.0003,0.0006,0.0001,0.0027,0.0004,0.0007,0.0007,0.0002,0.0007
interkulturell,6,0.0041,0.0018,0.0003,0.0006,0.003,0.0004,0.0003,0.0006,0.0001,0.0028,0.0317,0.0007,0.0007,0.0002,0.0007
kategorie,6,0.004,0.0019,0.0002,0.0006,0.003,0.0004,0.0003,0.0244,0.0001,0.0028,0.0004,0.0008,0.0007,0.0002,0.0007
kenntnis,6,0.004,0.0018,0.0002,0.0006,0.0031,0.0005,0.0058,0.0005,0.0001,0.0027,0.0004,0.0007,0.0007,0.0002,0.019
lernbereich,6,0.0039,0.0019,0.0002,0.0006,0.0031,0.0004,0.0053,0.0006,0.0001,0.0028,0.0004,0.0007,0.0007,0.0002,0.0431
miteinander,6,0.0039,0.0019,0.0003,0.0006,0.003,0.0004,0.0004,0.024,0.0001,0.0027,0.0004,0.0008,0.0009,0.0002,0.0007
organisation,6,0.0039,0.0019,0.0002,0.0228,0.0031,0.0004,0.0003,0.0006,0.0001,0.0027,0.0004,0.0291,0.0007,0.0002,0.0007
tier,6,0.0039,0.0018,0.0002,0.0007,0.0031,0.0004,0.004,0.0005,0.0001,0.0221,0.0005,0.0007,0.0007,0.0002,0.0176
aufmerksamkeit,5,0.0039,0.0018,0.0002,0.0228,0.003,0.0004,0.0004,0.0006,0.0001,0.0027,0.0004,0.0007,0.0007,0.0002,0.0008
beschäftigung,5,0.004,0.0018,0.0067,0.0006,0.0034,0.0004,0.0003,0.0006,0.0001,0.0028,0.0004,0.0007,0.0007,0.0002,0.0007
betreffend,5,0.0039,0.0019,0.0002,0.0006,0.003,0.0004,0.0004,0.0205,0.0001,0.0026,0.0004,0.0008,0.0007,0.0002,0.0007
beziehen,5,0.0039,0.0018,0.0002,0.0006,0.0031,0.0004,0.0004,0.0205,0.0001,0.0028,0.0004,0.0008,0.0007,0.0002,0.0007
diskursfähigkeit,5,0.0039,0.0018,0.0003,0.0006,0.003,0.0004,0.0004,0.0006,0.0001,0.0026,0.0004,0.0007,0.0007,0.0002,0.0244
distanz,5,0.004,0.0019,0.0002,0.0006,0.0245,0.0004,0.0004,0.0006,0.0001,0.0027,0.0004,0.0206,0.0007,0.0002,0.0007
einmischen,5,0.0039,0.0018,0.0002,0.0006,0.0031,0.0004,0.0004,0.0205,0.0001,0.0028,0.0004,0.0008,0.0007,0.0002,0.0007
fiktiv,5,0.0039,0.0018,0.0002,0.0228,0.0031,0.0004,0.0003,0.0006,0.0001,0.0026,0.0004,0.0007,0.0007,0.0002,0.0007
fremd,5,0.0039,0.0019,0.0003,0.0006,0.0242,0.0004,0.0004,0.0005,0.0001,0.0027,0.0005,0.0201,0.0008,0.0002,0.0007
gelten,5,0.0038,0.0019,0.0002,0.0006,0.003,0.0161,0.0028,0.0005,0.0085,0.0221,0.0004,0.0007,0.0007,0.0002,0.0007
gesellschaftswissenschaftlich,5,0.0042,0.002,0.0002,0.0006,0.0031,0.0004,0.0245,0.0006,0.0001,0.0027,0.0004,0.0007,0.0008,0.0002,0.0007
gestaltung,5,0.0042,0.002,0.0002,0.0006,0.0031,0.0004,0.022,0.0006,0.0001,0.0027,0.0004,0.0292,0.0007,0.0002,0.0007
grundsätzlich,5,0.0039,0.0019,0.0002,0.0006,0.0033,0.0271,0.0004,0.0006,0.0001,0.0028,0.0004,0.0007,0.0007,0.0002,0.0007
interessenausgleich,5,0.0039,0.0019,0.0002,0.0228,0.003,0.0004,0.0003,0.0006,0.0001,0.0027,0.0004,0.0007,0.0007,0.0002,0.0008
international,5,0.004,0.0018,0.0002,0.0007,0.0031,0.0004,0.0291,0.0005,0.0001,0.0027,0.0004,0.0292,0.0007,0.0083,0.0007
mediationsverfahr,5,0.004,0.0018,0.0002,0.0228,0.0031,0.0004,0.0003,0.0006,0.0001,0.0027,0.0004,0.0007,0.0007,0.0002,0.0007
mobbing,5,0.0039,0.0019,0.0002,0.0228,0.003,0.0004,0.0003,0.0005,0.0001,0.0027,0.0004,0.0007,0.0007,0.0002,0.0007
motivation,5,0.004,0.0019,0.0002,0.0228,0.003,0.0004,0.0003,0.0005,0.0001,0.0027,0.0004,0.0007,0.0007,0.0002,0.0008
petz,5,0.004,0.0018,0.0002,0.0228,0.003,0.0004,0.0003,0.0006,0.0001,0.0027,0.0004,0.0007,0.0007,0.0002,0.0008
praktizieren,5,0.0038,0.0019,0.0002,0.0006,0.003,0.0004,0.0003,0.0205,0.0001,0.0027,0.0004,0.0008,0.0007,0.0002,0.0007
sachverhalt,5,0.0039,0.0283,0.0041,0.0006,0.003,0.0004,0.0003,0.0006,0.0001,0.0026,0.0004,0.0007,0.0007,0.0002,0.0007
stellen,5,0.0041,0.0019,0.0002,0.0006,0.0034,0.0004,0.0003,0.0006,0.0001,0.0026,0.0004,0.0007,0.0485,0.0002,0.0007
tolerieren,5,0.0039,0.0019,0.0002,0.0006,0.003,0.053,0.0004,0.0006,0.0001,0.0028,0.0004,0.0008,0.0007,0.0002,0.0007
unsicherheit,5,0.0039,0.0019,0.0002,0.0007,0.003,0.0004,0.0004,0.0006,0.0001,0.0027,0.0004,0.0007,0.0486,0.0002,0.0007
vorstellung,5,0.0041,0.0019,0.0175,0.0052,0.0031,0.0004,0.0003,0.0006,0.0001,0.0028,0.0004,0.0008,0.0007,0.0002,0.0007
wertbewusst,5,0.0041,0.0019,0.0002,0.0006,0.0031,0.0004,0.0004,0.0205,0.0001,0.0027,0.0004,0.0008,0.0007,0.0002,0.0007
