term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10
veränderung,170,0.0,0.0001,0.0026,0.0026,0.0,0.014,0.0021,0.0186,0.0003,0.0056
zelle,168,0.0,0.0001,0.0008,0.0301,0.0,0.0001,0.0001,0.001,0.0001,0.0
inhalt,165,0.0247,0.0001,0.007,0.0034,0.0,0.0001,0.0001,0.0016,0.0043,0.0056
beleg,161,0.0,0.0001,0.0002,0.0,0.0125,0.0001,0.0001,0.0,0.0001,0.0209
stammbaum,160,0.0,0.0072,0.0114,0.0,0.0157,0.0001,0.0001,0.0001,0.0001,0.0069
struktur,154,0.0,0.0013,0.0032,0.0161,0.0,0.0001,0.0001,0.007,0.0007,0.0
kommunikation,152,0.0,0.0064,0.0078,0.0097,0.0,0.0001,0.0001,0.0,0.0001,0.006
grundlage,141,0.0001,0.0046,0.0001,0.008,0.0,0.0001,0.0001,0.0095,0.0001,0.0047
verschieden,138,0.0,0.0077,0.0035,0.0005,0.0074,0.0002,0.0028,0.0119,0.0006,0.0007
funktion,137,0.0,0.0032,0.0033,0.0161,0.0,0.0001,0.0001,0.0039,0.0001,0.0
verhalten,136,0.0167,0.008,0.0104,0.0,0.0036,0.0001,0.0095,0.0,0.0001,0.0
merkmal,134,0.0073,0.0327,0.0047,0.0,0.0,0.0001,0.0001,0.0002,0.0001,0.0038
variabilität,132,0.0,0.0001,0.0033,0.0023,0.0,0.0001,0.0001,0.0056,0.0001,0.0135
biologie,127,0.0144,0.0012,0.0017,0.0112,0.0,0.0001,0.0029,0.0017,0.0058,0.0
genetik,127,0.0042,0.0103,0.0,0.0154,0.0008,0.0001,0.0001,0.0,0.0001,0.0018
grundlegend,126,0.006,0.0001,0.0021,0.013,0.0,0.0001,0.0001,0.0,0.0021,0.0057
individuelle,126,0.0,0.0001,0.0,0.0167,0.0,0.0001,0.0001,0.0054,0.0001,0.0
fortpflanzung,121,0.0,0.0001,0.0006,0.0008,0.0,0.0001,0.0001,0.0195,0.0001,0.0
verändern,120,0.0033,0.0001,0.0012,0.0,0.0,0.0001,0.0001,0.0182,0.0001,0.0
synthetisch,118,0.0286,0.0001,0.0011,0.0,0.0038,0.0001,0.0001,0.0,0.0001,0.0052
fossil,114,0.0,0.0001,0.0001,0.0,0.011,0.0001,0.0001,0.0001,0.0001,0.0141
vielfalt,112,0.0035,0.0001,0.0052,0.0,0.0,0.0001,0.0023,0.0127,0.0001,0.0
entwickeln,107,0.0011,0.0001,0.0067,0.002,0.0064,0.0001,0.0117,0.0043,0.0001,0.0
kulturell,104,0.0,0.0001,0.0202,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0
mutation,103,0.0159,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0026,0.0001,0.0096
ökologisch,97,0.0,0.0001,0.0,0.0088,0.0,0.0001,0.0211,0.0005,0.0001,0.0008
prozeß,96,0.0,0.0001,0.0015,0.0062,0.0122,0.0001,0.0001,0.0001,0.0001,0.0033
beispiel,92,0.0018,0.0044,0.0001,0.0,0.0112,0.0001,0.0001,0.0,0.0001,0.0082
ökosystem,92,0.0,0.0001,0.0,0.0062,0.0006,0.0001,0.0008,0.0108,0.0001,0.0
biodiversität,91,0.0,0.0039,0.0028,0.0,0.0,0.0001,0.0001,0.0007,0.0001,0.0122
ökologie,89,0.0,0.0085,0.0,0.0104,0.0032,0.0001,0.0016,0.0,0.0025,0.0
evolutionär,89,0.0,0.0001,0.0,0.0,0.0078,0.0303,0.0028,0.0037,0.0001,0.0028
kompetenz,88,0.0,0.0052,0.0,0.0033,0.0116,0.0001,0.0001,0.0029,0.0001,0.003
fitness,88,0.0249,0.0001,0.0051,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0
verfahren,87,0.0016,0.0125,0.0036,0.0,0.0,0.0001,0.0012,0.0,0.0001,0.0057
aspekt,87,0.0,0.0205,0.0044,0.0,0.0059,0.0001,0.0001,0.0002,0.0001,0.0
vergleich,86,0.0,0.0001,0.0,0.0,0.018,0.0002,0.0001,0.002,0.0001,0.0048
vorstellung,86,0.0,0.0001,0.0094,0.0,0.0,0.0001,0.0012,0.0022,0.0001,0.0019
stoff,85,0.0,0.0001,0.0031,0.0123,0.0,0.0001,0.0001,0.0,0.0001,0.0
tabelle,83,0.0,0.0001,0.0,0.0105,0.0,0.0001,0.0001,0.0,0.0336,0.0
phänomen,82,0.0,0.0049,0.0054,0.0,0.0,0.0001,0.0167,0.0003,0.0162,0.0
isolation,80,0.0286,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0016
darwin,80,0.0033,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0127
ebene,79,0.0,0.0001,0.0001,0.0071,0.0,0.0001,0.0099,0.0005,0.0081,0.0018
mechanismus,76,0.0,0.0001,0.0016,0.0,0.0099,0.0001,0.0215,0.0,0.0001,0.0001
rekombination,76,0.0161,0.0001,0.0,0.0009,0.0,0.0001,0.0001,0.0047,0.0001,0.0008
modern,75,0.0005,0.0001,0.0119,0.0,0.0017,0.0001,0.0001,0.0,0.0001,0.0
molekular,75,0.0011,0.0045,0.0,0.0087,0.0,0.0134,0.0025,0.0,0.0001,0.0
stammesgeschichte,75,0.0038,0.0088,0.0029,0.0,0.0,0.0001,0.0053,0.0,0.0052,0.0028
naturwissenschaftlich,71,0.0001,0.0093,0.0046,0.0,0.0,0.0001,0.0127,0.0,0.0001,0.0006
themenfeld,69,0.0,0.0001,0.002,0.0053,0.0015,0.0001,0.0111,0.0,0.0001,0.0027
artbegriff,69,0.0162,0.0001,0.0016,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0035
artbildung,68,0.0158,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0049
erklärung,68,0.0,0.0001,0.0,0.0,0.0045,0.0001,0.0261,0.0,0.0169,0.0003
verbindlich,67,0.0217,0.0006,0.0,0.002,0.0,0.0001,0.0001,0.0,0.0001,0.0
beurteilen,65,0.0199,0.0001,0.0,0.0,0.0063,0.0001,0.0001,0.0,0.0001,0.0001
führen,65,0.0,0.0001,0.0001,0.0,0.0026,0.0001,0.0053,0.0095,0.0001,0.0
eukaryotisch,63,0.0,0.0001,0.0,0.0116,0.0,0.0001,0.0001,0.0,0.0001,0.0
reproduktiv,63,0.0195,0.0001,0.0027,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0
prozess,62,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0124,0.0001,0.0
ursprünglich,60,0.0,0.01,0.002,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0045
evolutionsökologie,60,0.0,0.0001,0.0,0.0111,0.0,0.0001,0.0001,0.0,0.0001,0.0
anregung,59,0.0063,0.0056,0.0,0.0,0.0002,0.0403,0.0001,0.0,0.0001,0.0
adaptiv,58,0.0244,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0
biologieunterricht,58,0.0,0.0001,0.0089,0.0,0.0,0.0001,0.0001,0.0,0.0063,0.0
möglich,57,0.0,0.0193,0.0001,0.0032,0.0,0.0001,0.0001,0.0,0.0001,0.0
individualentwicklung,56,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0097,0.0001,0.0008
nutzen,55,0.0,0.0107,0.0001,0.0015,0.0071,0.0001,0.0001,0.0,0.0003,0.002
tier,53,0.0,0.0001,0.0,0.0,0.0218,0.0001,0.0001,0.0,0.0001,0.0
ursprung,52,0.0,0.0001,0.0086,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0
wandel,51,0.0152,0.0001,0.0,0.0,0.0,0.0001,0.002,0.0006,0.0052,0.0
menschlich,51,0.0,0.0001,0.0075,0.0,0.0019,0.0001,0.0001,0.0033,0.0001,0.0
primat,50,0.0,0.0016,0.0077,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0
pflanze,48,0.0,0.0001,0.0,0.0007,0.0105,0.0001,0.0001,0.0029,0.0001,0.0
verständnis,43,0.0,0.0001,0.0021,0.0008,0.0,0.0001,0.0101,0.0015,0.0001,0.0
ultimat,42,0.0009,0.0001,0.0002,0.0,0.0015,0.0001,0.0063,0.0,0.0291,0.0
anpassung,41,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0111,0.0018,0.0001,0.0018
modell,39,0.0,0.0043,0.0,0.0003,0.0103,0.0001,0.0001,0.0011,0.0001,0.0005
darstellung,38,0.0001,0.0093,0.0,0.0006,0.0001,0.0141,0.0001,0.0,0.0001,0.0016
phylogenetisch,38,0.0,0.0001,0.0,0.0,0.0117,0.0001,0.0001,0.001,0.0001,0.0
fachliche,38,0.0,0.0085,0.0029,0.0,0.0,0.0001,0.0013,0.0,0.0001,0.0
basisbegriff,37,0.0145,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0
kompetenzerwartungen,37,0.0145,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0
bildung,37,0.0,0.0012,0.0002,0.0,0.0,0.0001,0.0127,0.0,0.0001,0.0017
reflektieren,37,0.004,0.0099,0.0,0.0,0.0,0.0001,0.0009,0.0,0.0057,0.0
angewandte,35,0.0,0.0013,0.0,0.0018,0.0,0.0252,0.0016,0.0,0.0001,0.0
lauf,35,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0123,0.0027,0.0001,0.0
stammbäum,35,0.0,0.0001,0.0,0.0,0.0122,0.0001,0.0001,0.0,0.0001,0.0018
handeln,33,0.0,0.0001,0.0035,0.0,0.0,0.0022,0.0112,0.0,0.0001,0.0
kontext,31,0.0,0.0094,0.0007,0.0025,0.0,0.0018,0.0001,0.0,0.0001,0.0
dar,31,0.0,0.0088,0.0,0.0,0.0005,0.0001,0.0001,0.0,0.0001,0.0018
nische,29,0.0,0.0001,0.0,0.0013,0.0,0.0001,0.0103,0.0004,0.0001,0.0
osgv,29,0.0,0.0001,0.0,0.0,0.0114,0.0001,0.0001,0.0,0.0001,0.0
proximat,29,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0022,0.0,0.0316,0.0
strukturierungsvorschlag,29,0.0,0.0001,0.0,0.0,0.0,0.0377,0.0001,0.0,0.0002,0.0
historisch,28,0.0,0.0001,0.0,0.0,0.0015,0.0019,0.0001,0.0012,0.0114,0.0008
homolog,27,0.0025,0.0113,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0
final,27,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0097,0.0,0.0122,0.0
vernetzung,26,0.0,0.0127,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0
evolutionsbiologie,24,0.0,0.0001,0.0,0.0,0.0,0.021,0.0042,0.0,0.0001,0.0
fell,24,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0151,0.0,0.0001,0.0
identifizieren,23,0.0,0.0108,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0
fähigkeit,23,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0109,0.0,0.0039,0.0
kompetenzraster,22,0.0,0.0001,0.0,0.0,0.0,0.0077,0.0001,0.0,0.0198,0.0
arbeitsweise,21,0.0,0.0101,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0
verlauf,21,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0147,0.0014
abbildung,20,0.0,0.0001,0.0,0.0,0.0,0.0263,0.0001,0.0,0.0001,0.0
verhaltensökologie,20,0.0008,0.0001,0.0,0.0,0.0,0.0193,0.0016,0.0,0.0001,0.0001
entwicklungsbiologie,20,0.0,0.0001,0.0,0.0,0.0001,0.022,0.0017,0.0,0.0001,0.0
experiment,20,0.0,0.0001,0.0,0.0,0.0,0.0141,0.0001,0.0013,0.0001,0.0
evodevo,17,0.0,0.0001,0.0,0.0,0.0,0.0183,0.0016,0.0,0.0001,0.0
erstellen,16,0.0,0.0097,0.0,0.0,0.0,0.0013,0.0001,0.0,0.0001,0.0
begriff,15,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0235,0.0
evolutionsmechanismen,15,0.0,0.002,0.0,0.0,0.0,0.0139,0.0001,0.0,0.0001,0.0001
unterscheidung,14,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0164,0.0
niveau,13,0.0,0.0001,0.0,0.0,0.0,0.0179,0.0001,0.0,0.0001,0.0
allgemein,12,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0158,0.0
abb,11,0.0,0.0001,0.0,0.0002,0.0,0.0146,0.0001,0.0,0.0001,0.0
begründung,11,0.0,0.0001,0.0,0.0,0.0012,0.0001,0.0001,0.0,0.0093,0.0
evolutionsmechanisme,11,0.0,0.0001,0.0,0.0,0.0,0.0143,0.0001,0.0,0.0001,0.0
gemäß,10,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0132,0.0
versuch,9,0.0,0.0001,0.0,0.0,0.0,0.0152,0.0001,0.0,0.0001,0.0
präsentation,9,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0112,0.0
zielgerichten,8,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0096,0.0
sach,8,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0097,0.0
interesse,7,0.0,0.0001,0.0,0.0,0.0,0.014,0.0001,0.0,0.0001,0.0
