topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,34,30,38,1,38,141
2,13,58,87,2,66,226
3,7,33,354,3,86,483
4,14,126,20,0,16,176
5,41,174,137,7,81,440
