term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
fach,394,0.0107,0.0,0.0,0.0243,0.0,0.0,0.0662
kompetenz,308,0.0166,0.0026,0.0037,0.0152,0.0012,0.0106,0.0211
naturwissenschaftlich,284,0.0302,0.0,0.0188,0.0023,0.0,0.0,0.0
fachlich,260,0.0043,0.0062,0.0189,0.0053,0.0,0.0,0.0201
inhaltsfelder,222,0.0,0.0,0.0,0.0091,0.0,0.0,0.0508
zusammenhang,221,0.0045,0.0116,0.0145,0.0075,0.0008,0.0043,0.0
entwicklung,219,0.0,0.0126,0.0016,0.0071,0.0085,0.017,0.0
sachverhalt,199,0.0095,0.0,0.0248,0.0,0.0,0.0,0.0
inhalt,178,0.0121,0.0017,0.0,0.0041,0.0037,0.0,0.0178
basiskonzept,169,0.0026,0.0001,0.0,0.0401,0.0,0.0,0.0
beschreiben,169,0.0101,0.0,0.0088,0.0,0.0,0.0172,0.0
struktur,168,0.0001,0.0087,0.0,0.0133,0.0025,0.0,0.0158
wissen,167,0.0138,0.0,0.0156,0.0,0.0,0.0,0.0
lernende,161,0.0079,0.0,0.0047,0.0079,0.0,0.0048,0.0113
historisch,155,0.0077,0.0001,0.0045,0.0009,0.0051,0.0111,0.0
erläutern,150,0.0115,0.0,0.0,0.0,0.0,0.0245,0.0
sachverhalte,144,0.0139,0.0,0.0116,0.0,0.0,0.0,0.0
unterricht,144,0.0007,0.0,0.0012,0.0153,0.0016,0.0114,0.006
inhaltlich,138,0.0059,0.0047,0.0008,0.0063,0.0,0.0,0.0145
politisch,127,0.0,0.0,0.0032,0.0,0.0166,0.0,0.0
verschieden,126,0.0,0.0225,0.009,0.0065,0.0002,0.0016,0.0
bedeutung,125,0.0,0.0025,0.0023,0.0079,0.0021,0.0106,0.0043
perspektive,124,0.0,0.0011,0.0039,0.0047,0.0027,0.0,0.0158
kenntnis,123,0.0066,0.0,0.0147,0.0,0.0,0.0,0.0
kontext,119,0.0008,0.002,0.016,0.0,0.0011,0.0,0.0001
biologisch,117,0.015,0.0,0.0013,0.0058,0.0,0.0021,0.0
grundlegend,115,0.0098,0.0053,0.0,0.0,0.0,0.0,0.0107
erklären,114,0.007,0.0,0.006,0.0027,0.0,0.0083,0.0
problem,114,0.0051,0.0,0.0147,0.0,0.0,0.0,0.0
jahrgangsstufe,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0311
bildungsstandard,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0311
aspekt,111,0.0037,0.0,0.0095,0.0034,0.0029,0.0007,0.0
nutzen,110,0.0069,0.0,0.0041,0.0113,0.0006,0.0,0.0
sozial,109,0.0003,0.0006,0.0,0.0021,0.0145,0.0,0.0
theorie,107,0.0113,0.0,0.0027,0.0,0.0045,0.0,0.0
phänomen,105,0.0067,0.0,0.0098,0.0029,0.0,0.0,0.0
funktion,105,0.0,0.0103,0.0,0.0139,0.0,0.0,0.0001
grundlage,104,0.0,0.002,0.0049,0.0,0.0009,0.005,0.0116
aufgabe,103,0.0,0.0036,0.0088,0.0037,0.0,0.0051,0.0
inhaltliche,102,0.0037,0.0,0.0,0.0022,0.0,0.0,0.0201
sachverhalten,101,0.0,0.0,0.0167,0.0,0.0,0.0,0.0
nutzung,99,0.0006,0.0103,0.0069,0.0,0.0005,0.0,0.0
biologie,97,0.004,0.0,0.0005,0.0178,0.0,0.0,0.001
prinzip,96,0.015,0.0031,0.0,0.0,0.0,0.0,0.0
strukturieren,95,0.0106,0.0,0.0063,0.0,0.0,0.0,0.0
unterschiedlich,94,0.0,0.002,0.0022,0.0029,0.0036,0.0082,0.0013
beurteilen,92,0.0,0.0,0.0055,0.0,0.0032,0.0104,0.0
darstellen,89,0.0,0.0,0.0,0.0,0.0,0.019,0.0048
bewertung,87,0.0012,0.0038,0.0027,0.0117,0.0,0.0,0.0
gesellschaftlich,85,0.0,0.0012,0.0098,0.001,0.0025,0.0,0.0
auswählen,82,0.0154,0.0,0.0,0.0,0.0,0.0,0.0
kompetenzbereiche,82,0.0,0.0,0.0,0.0038,0.0,0.0,0.0185
mensch,81,0.0,0.0029,0.0003,0.0092,0.0009,0.0057,0.0
begriff,80,0.0094,0.0006,0.0,0.0,0.0036,0.0001,0.0
beschreibung,75,0.0048,0.0,0.0003,0.0,0.0,0.0015,0.0118
erschließen,74,0.0007,0.0,0.0102,0.0025,0.0,0.0,0.0
fachcurriculum,73,0.0019,0.0125,0.0,0.0,0.0,0.0,0.0
lernzeitbezogene,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0195
fähigkeit,72,0.0125,0.0009,0.0,0.0,0.0,0.0,0.0
wirken,71,0.0,0.0141,0.0,0.0,0.0,0.0,0.0
sachkompetenz,70,0.0132,0.0,0.0,0.0,0.0,0.0,0.0
kompetenzentwicklung,70,0.0034,0.0,0.0,0.0,0.0,0.0,0.0144
bezug,70,0.0043,0.003,0.0,0.0,0.0138,0.0001,0.0024
ökonomisch,69,0.0,0.0,0.0,0.0,0.0107,0.0,0.0
geeignet,68,0.0055,0.0162,0.0023,0.0,0.0,0.0042,0.0
kerncurriculum,68,0.0006,0.0001,0.0,0.0025,0.0,0.0,0.0152
vernetzung,65,0.0,0.0,0.0018,0.0138,0.0,0.0,0.0
unterscheiden,64,0.0096,0.0,0.0011,0.0,0.0,0.0017,0.0
kompetenzerwartungen,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0173
schulintern,63,0.0014,0.0112,0.0,0.0,0.0,0.0,0.0
begründet,63,0.0,0.0,0.0107,0.0,0.0001,0.0,0.0
verknüpfen,63,0.0,0.0,0.0105,0.0,0.0,0.0,0.0
medium,60,0.0,0.0265,0.0,0.0,0.0,0.0,0.0
verfahren,59,0.0087,0.0162,0.0006,0.0,0.0,0.0,0.0
erwerben,59,0.0,0.0009,0.0018,0.0113,0.0,0.0,0.0
europa,58,0.0,0.0,0.0,0.0,0.0089,0.0,0.0
ökologisch,57,0.0,0.0,0.0,0.0,0.0011,0.0133,0.0
form,57,0.0013,0.0018,0.0,0.0,0.0021,0.0072,0.0
auseinandersetzung,56,0.0,0.0202,0.0006,0.0015,0.0002,0.0,0.0043
international,56,0.0,0.0001,0.0,0.0,0.0087,0.0,0.0
ermöglichen,56,0.0,0.0,0.0001,0.0141,0.0,0.0,0.0
organismus,55,0.0,0.0034,0.0,0.0082,0.0,0.0018,0.0
iii,53,0.0,0.0,0.0089,0.0,0.0,0.0,0.0001
übergeordnet,47,0.0088,0.0,0.0,0.0,0.0,0.0,0.0
aufbau,45,0.0,0.0,0.0001,0.0024,0.0,0.008,0.0017
wert,44,0.0,0.0184,0.0015,0.0,0.0125,0.0,0.0
urteilskompetenz,43,0.0,0.0001,0.0,0.0,0.0,0.0117,0.0
leben,42,0.0,0.0,0.0,0.0,0.0254,0.0021,0.0
erläuterung,42,0.0,0.0007,0.0,0.0,0.0,0.0,0.0108
gestaltung,41,0.0,0.001,0.0,0.0,0.0,0.0099,0.0
vorstellung,41,0.0,0.0013,0.0036,0.0,0.0122,0.0,0.0
vergleichen,39,0.0,0.0001,0.0015,0.0,0.0,0.0082,0.0
inhaltsfeld,38,0.0003,0.0012,0.0,0.0078,0.0,0.0,0.0
veränderung,37,0.0,0.0,0.0012,0.0,0.0,0.0078,0.0
energie,37,0.0,0.0,0.0,0.0098,0.0,0.0,0.0
diskutieren,36,0.0,0.0169,0.0012,0.0,0.0027,0.0,0.0
evolution,33,0.0,0.0,0.0,0.0,0.0005,0.0079,0.0
rolle,31,0.0,0.0,0.0,0.0011,0.0143,0.0,0.0
chemie,29,0.0,0.0,0.0,0.0076,0.0,0.0,0.0
fachanforderung,29,0.0,0.0,0.0,0.0,0.0,0.0077,0.0
demokratie,27,0.0,0.0345,0.0,0.0,0.0,0.0,0.0
markt,20,0.0,0.0,0.0,0.0,0.0341,0.0,0.0
hierbei,18,0.0,0.0153,0.0,0.0,0.0,0.0034,0.0
norm,18,0.0,0.0177,0.0004,0.0,0.0,0.0,0.0
demokratisch,17,0.0,0.016,0.0,0.0,0.0014,0.0,0.0
einerseits,17,0.0011,0.0165,0.0,0.0,0.0,0.0,0.0
geld,12,0.0,0.0,0.0,0.0,0.0122,0.0,0.0
allgemeinbildung,12,0.0,0.0,0.0,0.0026,0.0106,0.0,0.0
kosten,12,0.0,0.0003,0.0,0.0,0.0119,0.0,0.0
andererseits,11,0.0,0.0165,0.0,0.0,0.0,0.0,0.0
beitragen,11,0.0,0.0149,0.0,0.0,0.0012,0.0,0.0
konsum,10,0.0,0.0,0.0,0.0,0.022,0.0,0.0
bedürfnis,9,0.0,0.0,0.0,0.0,0.0116,0.0,0.0
gut,8,0.0,0.0,0.0,0.0,0.0218,0.0,0.0
einnahme,8,0.0,0.0,0.0,0.0,0.0115,0.0,0.0
bleiben,7,0.0,0.0,0.0,0.0,0.0114,0.0,0.0
finanziell,5,0.0,0.0,0.0,0.0,0.0111,0.0,0.0
