,text_excerpt,state,school type,grade,year,subject,doc_id
18974,"zeitlich und räumlich die Gesamtheit des Faches von der Antike bis zur Gegenwart, von der Lokalgeschichte bis zur Weltgeschichte und berücksichtigen neben der politischen Ereignisgeschichte auch weitere Zugänge z. B. Kultur- und Gesellschaftsgeschichte. Im Kompetenzstrukturmodell finden sich die Gegenstandsbereiche des Faches im Inneren der Kompetenzkreise: Zeit: historische Epochen, z. B. Vor- und Frühgeschichte, Antike, Mittelalter, Frühe Neuzeit, Jahrhundert, Jahrhundert und Zeitgeschichte",Bayern,Realschule,,2023,"Ethik, Philo",18974
18975,"an historischen Themen zu arbeiten, epochenspezifische Merkmale zu beschreiben und über ein Grundverständnis der Geschichte eines Landes z. B. bayerische Landesgeschichte in Zeit, Raum und über verschiedene Zugänge Politik, Alltag, Kultur, Gesellschaft, Wirtschaft zu verfügen. Damit sind die Schülerinnen und Schüler in der Lage, auf der Grundlage historischer Fakten Geschichte sinnvoll in Narrationen darzustellen, Einsicht in den Konstruktcharakter von Geschichte zu",Bayern,Realschule,,2023,"Ethik, Philo",18975
18976,"auf, unterliegen jedoch insgesamt ebenfalls dem historischen Wandel. Im Geschichtsunterricht der gymnasialen Oberstufe werden verschiedene weltanschauliche Grundlagen menschlichen Selbstverständnisses erschlossen und ihre Wechselwirkung mit dem Handeln von Individuen, Gesellschaften und Kulturen exemplarisch herausgearbeitet. Eine besondere Bedeutung kommt dabei den Religionen als den am weitesten verbreiteten Systemen individueller und kollektiver Sinnstiftung zu. Die Schülerinnen und Schüler ... beschreiben das Zusammenleben von Menschen",Niedersachsen,Gym,Sek2,2018,Geschichte,18976
18977,"und Auswirkungen kultureller Phänomene zu gelangen. Moderner Geschichtsunterricht weitet den historischen Blick über das oftmals unhinterfragte eigene kulturelle Selbstverständnis hinaus und thematisiert auch Formen des Austausches und der Wechselwirkung zwischen Kulturen. Dies ermöglicht eine distanzierte Würdigung des eigenen und fremden Weltverstehens und der Kulturverflechtung sowie Offenheit für alternative Deutungsangebote. Transkulturalität leistet so einen Beitrag zu einem reflektierten Geschichtsbewusstsein, zur Toleranz sowie",Niedersachsen,Gym,Sek2,2018,Geschichte,18977
18978,"voraus, sondern auch Verständnis für Gegebenheiten, die das Leben in Frankreich und der französischsprachigen Welt prägen. Die Schülerinnen und Schüler eignen sich im Französischunterricht daher auch Kenntnisse über Geographie, Gesellschaft, Kultur, Politik, Wirtschaft und Wissenschaft an. Die Modernen Fremdsprachen leisten in ihrer Gesamtheit einen wesentlichen Beitrag zu den fächer- und schulartübergreifenden Bildungs- und Erziehungszielen. Dieser wird im Fachbereichsprofil Moderne Fremdsprachen erläutert.",Bayern,Realschule,,2023,"Ethik, Philo",18978
18979,"Gewaltfreiheit bezeichnen insofern die Art und Weise, in der Spannungen und Konflikte ausgetragen werden, z. B. in Konflikten um die Herrschaftsordnung, innerhalb einer Gesellschaft, um Weltanschauungen, in Verteilungskämpfen und zwischen Kulturen. Die Frage nach den Gründen und der Legitimierung der Gewalt präsentiert sich in der heutigen Zeit in neuen, zunehmend unübersichtlichen Konstellationen und Bereichen. Gewalt ist, auch in globaler Perspektive, eine",Niedersachsen,Gym,Sek2,2018,Geschichte,18979
18980,der Zusammenarbeit mit anderen Fächern Interkulturellen Kompetenzen vergleichen die Schülerinnen und Schüler Gewohnheiten in Familie und Alltagsleben in Frankreich mit ihren eigenen Erfahrungen und begegnen Traditionen und Besonderheiten der französischen Kultur und Gesellschaft. Die Schülerinnen und Schüler entwickeln anhand der für die einzelnen Jahrgangsstufen festgelegten alterstypischen und lebensnahen Themengebiete einen differenzierten Einblick in das Schul- und Arbeitsleben in Frankreich sowie in,Bayern,Realschule,,2023,"Ethik, Philo",18980
18981,"entwickeln so ihre Persönlichkeit sowie ihr Urteilsvermögen weiter. Die an der Realschule produktiv zu erlernende sprachliche Ausgangsnorm ist das français standard. Um den Schülerinnen und Schülern den Zugang zum französischsprachigen Kultur- und Sprachraum zu ermöglichen, wird das Französische von Beginn an in alltagsnahen Kontexten angewendet. In Ergänzung zum Lehrwerk begegnen die Schülerinnen und Schüler in altersgemäßer Progression und Themenauswahl didaktisierten sowie",Bayern,Realschule,,2023,"Ethik, Philo",18981
18982,"enge politische, kulturelle und wirtschaftliche Beziehungen bestehen. Wechselseitiger Austausch findet auf allen Ebenen statt: in schulischen, universitären und kommunalen Partnerschaften genauso wie in vielen weiteren Bereichen wie Wissenschaft, Wirtschaft und Kultur. Das deutsch-französische Verhältnis hat einen zentralen Stellenwert für das heutige Europa. Angesichts dieser engen Verbindung ist die Kenntnis der französischen Sprache von großem Wert, zumal das Erlernen der jeweils anderen",Bayern,Realschule,,2023,"Ethik, Philo",18982
18983,"aus der Geschichte von der Ebene der Weltgeschichte bis hin zur Lokalgeschichte ermutigen sie, aktuelle politische und gesellschaftliche Herausforderungen anzunehmen, sie zu beurteilen und Veränderungen zu gestalten. Die Geschichte der Kultur und Künste ist ein zentraler Bestandteil des Geschichtsunterrichts. Die Schülerinnen und Schüler gewinnen in der Auseinandersetzung mit Kultur und Künsten in der Geschichte z. B. mit Bauwerken und Denkmälern, beim",Bayern,Realschule,,2023,"Ethik, Philo",18983
18984,"Musik: Musikkulturen der Welt entdecken - Jazz und Weltmusik Vielfalt kulturhistorischer Bezüge in ausgewählten Beispielen von Weltmusik aus verschiedenen Regionen erörtern Bezüge zu den fächerübergreifenden Themen gemäß Grundsatzband Kap. Bildung, Kultur und lebenslanges Lernen Englisch, Französisch, Spanisch, Russisch, Italienisch, Latein, Griechisch, Sozialkunde, Katholischer Religionsunterricht, Geographie, Kunst, Sport Geschlechtergleichstellung Deutsch, Englisch, Französisch, Russisch, Latein, Griechisch, Sozialkunde, Ethikunterricht, Evangelischer Religionsunterricht, Katholischer Religionsunterricht, Musik,",Sachsen-Anhalt,Gym,,2022,Geschichte,18984
18985,"und bedürfen daher einer kritischen Reflexion. Geschichtsunterricht fördert nicht nur Toleranz - er ermöglicht es, sich auf der Grundlage fundierter Orientierung innerhalb des europäischen Kulturraumes aktiv auf andere, auch außereuropäische Kulturen einzulassen und deren Traditionen und Werte zu verstehen. Er verzichtet auf die Vermittlung eines geschlossenen Weltbildes, stellt jedoch zentrale Kategorien, Ordnungsmuster und Leitfragen zum Verständnis - auch zukünftiger - kultureller",Niedersachsen,Gym,Sek2,2018,Geschichte,18985
18986,"Theoriebezug: A B Perspektive: national Strukturierende Aspekte: Individuum und Gesellschaft Freiheit und Herrschaft Dimensionen: Sozialgeschichte Kultur- und Ideengeschichte Politikgeschichte Herrschaftspraxis und Selbstverständnis der DDR u. a. Antifaschismus, SED, Stasi, Mauerbau, Kultur-, Medien- und Sportpolitik, Frauen- und Familienpolitik, Erbe-Konzept Auseinandersetzung mit der NS-Vergangenheit in der DDR u. a. Umgang mit dem Mai, Nationale Mahn- und Gedenkstätte Buchenwald Kritik, Protest und Widerstand u.",Niedersachsen,Gym,Sek2,2018,Geschichte,18986
18987,"für die Opfer von Stalinismus und Nationalsozialismus August Wahlmodul : Die DDR und ihr Selbstverständnis Theoriebezug: A B Perspektive: national Strukturierende Aspekte: Individuum und Gesellschaft Freiheit und Herrschaft Dimensionen: Sozialgeschichte Kultur- und Ideengeschichte Politikgeschichte Herrschaftspraxis und Selbstverständnis der DDR u. a. Antifaschismus, SED, Stasi, Mauerbau, Kultur-, Medien- und Sportpolitik, Frauen- und Familienpolitik, Erbe-Konzept Auseinandersetzung mit der NS-Vergangenheit in der DDR u.",Niedersachsen,Gym,Sek2,2018,Geschichte,18987
