topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,7,0.2667,81,21.8419
2,3,0.2145,57,25.2646
3,1,0.1705,43,36.0648
4,5,0.0993,27,26.2705
5,6,0.0964,25,16.2371
6,4,0.0842,20,11.4743
7,2,0.0683,15,17.8388
