document_id,most_prevalent_topic_id,most_prevalent_topic_probability,text_excerpt,state,school type,grade,year,subject
0,6,0.9627082918016963,"ihres Sinnpotenzials zu unterscheiden. Er vermittelt den Schülerinnen und Schülern die Einsicht, dass es konkurrierende Wahrheits- und Weltauffassungen gibt. Diese erfordern einerseits eine Standortbestimmung und andererseits eine Haltung, die von Empathie und Toleranz geprägt ist. Der Unterricht im Fach Werte und Normen fördert dadurch die Bereitschaft zu reflektiertem und verantwortungsbewusstem Handeln sich selbst und anderen gegenüber. In diesem Sinne also trägt",Niedersachsen,Oberschule.pdf,,,"Ethik, Philo"
1,5,0.9704342346532927,"natürlichen Lebensgrundlagen zu erhalten und der Umwelt sowie den Menschen nicht nur nach Nützlichkeitsaspekten zu begegnen. Sie setzen sich mit den veränderten Lebensbedingungen des Alterns auseinander und steigern dadurch ihre Empathie gegenüber älteren Menschen. Eine intensive Beschäftigung mit diesen Aspekten leistet somit einen wichtigen Beitrag, damit die Schülerinnen und Schüler der Zukunft realistisch, verantwortungsbewusst und selbstbejahend entgegentreten. Fragen nach Moral und",Niedersachsen,Oberschule.pdf,,,"Ethik, Philo"
2,1,0.9609615271091977,"und seine sozialen Rollen Erwartete Kompetenzen am Ende von Schuljahrgang Mögliche Inhalte für den Kompetenzerwerb Die Schülerinnen und Schüler ... beschreiben unterschiedliche Erwartungshaltungen und Verhaltensmuster in unterschiedlichen sozialen Rollen. Gehorsam, Empathie, Pflicht, Loyalität, Respekt, Höflichkeit, Zuneigung, Liebe, Ausgrenzung, Akzeptanz, Toleranz, Verantwortung in den verschiedenen sozialen Kontexten soziale Rolle als Summe der von einer Person erwarteten Verhaltensweisen in jeweils spezifischen Situationen Schule,",Niedersachsen,Oberschule.pdf,,,"Ethik, Philo"
3,4,0.9723139237489663,"Toleranz auseinander. Vorstellungen von Toleranz z. B. bei Lessing; Grenzen von Toleranz diskutieren Lösungsvorschläge für individuelle und gesellschaftliche Konflikte. Sterbehilfe, Organspende, PID/PND Präimplantations- und Pränataldiagnostik, Todesstrafe Kultur des Hinsehens, Aufmerksamkeit, Empathie, Organisation von Hilfe Möglichkeiten und Grenzen von Zivilcourage Mediationsverfahren im Rahmen fiktiver Fallbeispiele z. B. Mobbing, Petzen, Prügelei gerechter Interessenausgleich, Täter-OpferAusgleich, Motivation zur Toleranz, Übernahme anderer Perspektiven finanzielle Diskriminierung, Korruption",Niedersachsen,Oberschule.pdf,,,"Ethik, Philo"
4,3,0.9800194143733901,"unterschiedlichen Sprachniveaus und Zeichensystemen ermöglichen. b Soziale Kompetenzen: sich verständigen und kooperieren; Verantwortung übernehmen und Rücksichtnahme praktizieren; im Team agieren; Konflikte aushalten, austragen und konstruktiv lösen; andere Perspektiven einnehmen; von Empathie geleitet handeln; sich durchsetzen; Toleranz üben; Zivilcourage zeigen: sich einmischen und in zentralen Fragen das Miteinander betreffend Stellung beziehen. Dazu gehören wertbewusste Haltungen: um Kategorien wie Respekt, Gerechtigkeit, Fairness, Kostbarkeit,",Hessen,Gym,Sek2,2024.0,"Ethik, Philo"
5,7,0.9426616617657343,"und als Triebfeder moralischen Handelns Anwendung, Grenzen und Kritik der Gefühlsethik erhöhtes Niveau Leistungskurs Reflexionen zur Rolle ausgewählter Affekte und Emotionen in der Ethik zum Beispiel Achtung, Scham, Liebe, Mitgefühl, Empathie, Angst, Empörung, Versöhnung, Traurigkeit, Ekel Funktion und Bedeutung ausgewählter Emotionen zum Beispiel Liebe in der Moralphilosophie und politischen Philosophie zum Beispiel Nussbaum das moralische Gefühl als Grundlage der Moral Q.",Hessen,Gym,Sek2,2024.0,"Ethik, Philo"
6,7,0.9426616617657343,"Theorien und als Triebfeder moralischen Handelns Anwendung, Grenzen und Kritik der Gefühlsethik erhöhtes Niveau Leistungskurs Reflexionen zur Rolle ausgewählter Affekte und Emotionen in der Ethik zum Beispiel Achtung, Scham, Liebe, Mitgefühl, Empathie, Angst, Empörung, Versöhnung, Traurigkeit, Ekel Funktion und Bedeutung ausgewählter Emotionen zum Beispiel Liebe in der Moralphilosophie und politischen Philosophie zum Beispiel Nussbaum das moralische Gefühl als Grundlage der Moral",Hessen,Gym,Sek2,2024.0,"Ethik, Philo"
7,3,0.9703862575342306,"im interdisziplinären Arbeiten, bereiten sich auf den Umgang mit vielschichtigen und vielgestaltigen Problemen und Themen vor und lernen, mit Phänomenen mehrperspektivisch umzugehen. Interdisziplinarität, Mehrperspektivität Die Schüler entwickeln die Fähigkeit zu Empathie und Perspektivwechsel und lernen, sich für die Rechte und Bedürfnisse anderer einzusetzen. Sie lernen unterschiedliche Positionen und Wertvorstellungen kennen und setzen sich mit ihnen auseinander, um sowohl eigene Positionen einzunehmen",Sachsen,Gym,,2019.0,"Ethik, Philo"
8,4,0.9670091248419781,"auseinander, um sowohl eigene Positionen einzunehmen als auch anderen gegenüber Toleranz zu entwickeln. Sie entwickeln interkulturelle Kompetenz, um offen zu sein, sich mit anderen zu verständigen und angemessen zu handeln. Empathie und Perspektivwechsel Die Schüler entwickeln eigene Wertvorstellungen auf der Grundlage der freiheitlichen demokratischen Grundordnung, indem sie Werte im schulischen Alltag erleben, kritisch reflektieren und diskutieren. Dazu gehören insbesondere Erfahrungen der",Sachsen,Gym,,2019.0,"Ethik, Philo"
9,5,0.931640640233689,"ausgewählter Grunderfahrungen menschlichen Daseins Liebe, Angst, Freude, Freiheit, Endlichkeit, Tod Erscheinungsformen und Deutungen geistige Fähigkeiten physische und psychische Voraussetzungen Erleben von Grenzsituationen Begriffsanalyse: Furcht, Angst Arbeit mit Bildern und Gedichten Empathie und Perspektivwechsel Sich positionieren zu zentralen Unterscheidungen Mensch und Tier Abgrenzung des Menschen vom Tier in natürlicher Gestalt, Beschaffenheit, Erkenntniskraft, Sprache und Denken biologische, evolutionäre Anthropologie und Hirnforschung Prometheusmythos Mensch",Sachsen,Gym,,2019.0,"Ethik, Philo"
10,7,0.785643017792199,"und Diskursfähigkeit Wahlbereich : Theodizee Kennen des Theodizee-Problems gütiger, allmächtiger und allwissender Gott das Böse und Gott, die Freiheit und das Böse die Welt als beste aller möglichen Welten Podiumsdiskussion Empathie und Perspektivwechsel",Sachsen,Gym,,2019.0,"Ethik, Philo"
11,2,0.8570121250297813,"werden, sodass sie diese zunehmend auf komplexe Sachverhalte und Fragestellungen selbstständig anwenden können. Andere Methoden eignen sich eher zur Einübung einzelner prozessbezogener Kompetenzen, wie zum Beispiel Übungen zur Schulung der Empathie und Perspektivenübernahme unter anderem durch Rollenspiel, Methoden zur analytischen und kreativen Text- und Bilderschließung, Begriffs- und Argumentationsanalyse. Lebensweltbezug kann insbesondere auch durch den Besuch außerschulischer Lernorte hergestellt werden beispielsweise Weltladen,",BaWü,Gym,,2016.0,"Ethik, Philo"
12,4,0.913864463599154,"erklären, was Regeln im jeweiligen Kontext bewirken sollen zum Beispiel Verantwortung, Fairness, Gleichheit, Respekt an Beispielen Folgen von Regelverstößen diskutieren und zugrundeliegende Motive bewerten zum Beispiel sich einen Vorteil verschaffen, Mitgefühl, Freundschaft sich widerstreitende Interessen und Regeln aus Konfliktsituationen zum Beispiel in der Schule, Familie oder unter Freunden herausarbeiten, verschiedene Handlungsmöglichkeiten diskutieren und im Hinblick auf Werte zum Beispiel Erfolg, Ehrlichkeit,",BaWü,Gym,,2016.0,"Ethik, Philo"
13,6,0.9494883585206626,"die über eine bloße Meinungsäußerung hinausgehen. In der philosophischen Problemreflexion werden dogmatische Setzungen und Perspektiven grundsätzlich hinterfragt. Gemeinschaftsstabilisierende und friedenssichernde Werte, wie z. B. Solidarität, Respekt, Toleranz, Verantwortungsbewusstsein, Teilhabe und Empathie werden herausgestellt. Auch der potenzielle Missbrauch dieser Werte wird reflektiert. Wahrheit wird als epistemischer Wert in den Blick genommen und dessen Bedeutung auch im Kontext moralischer Werte und Normen reflektiert.",Hamburg,Stadtteilschule,5-11,2024.0,"Ethik, Philo"
14,3,0.9670149821444345,"lösen. Soziale Kompetenzen sind erforderlich, um mit anderen Menschen angemessen umgehen und zusammenarbeiten zu können. Dazu zählen die Fähigkeiten, erfolgreich zu kooperieren, sich in Konflikten konstruktiv zu verhalten sowie Toleranz, Empathie und Respekt gegenüber anderen zu zeigen. Die in der nachfolgenden Tabelle genannten überfachlichen Kompetenzen sind jahrgangsübergreifend zu verstehen, d. h., sie werden anders als die fachlichen Kompetenzen in den Rahmenplänen",Hamburg,Stadtteilschule,5-11,2024.0,"Ethik, Philo"
