topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,7,0.1788,54,31.716
2,4,0.1554,40,15.862
3,10,0.1367,36,19.7564
4,12,0.1177,36,20.2792
5,1,0.1079,28,43.5732
6,3,0.0868,23,21.7486
7,6,0.0753,19,16.6424
8,2,0.0481,12,27.8719
9,8,0.0384,8,29.3771
10,11,0.0279,7,14.5959
11,9,0.018,4,17.6475
12,5,0.009,1,13.6144
