topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,5,0.2193,348,84.4921
2,4,0.1886,267,41.8859
3,1,0.1458,197,30.3008
4,7,0.1222,151,24.6971
5,2,0.113,146,48.7505
6,3,0.1066,116,62.9837
7,6,0.1046,118,23.9328
