topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,2,0.2558,97,12.0958
2,7,0.173,64,31.4105
3,4,0.1449,52,17.243
4,1,0.1284,44,15.0824
5,5,0.1102,36,15.0999
6,6,0.1022,33,33.835
7,3,0.0855,28,23.6978
