topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,9,8,7,2,12,38
2,16,10,17,0,23,66
3,25,13,26,1,20,85
4,7,10,3,1,11,32
5,17,8,8,4,8,45
6,10,22,50,11,133,226
7,16,17,11,4,29,77
