topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,2,0.2722,368,36.5152
2,5,0.2026,234,39.4026
3,4,0.1849,225,44.6278
4,3,0.1755,221,47.9962
5,1,0.1648,188,53.4541
